rank,compound,z_promote_muscle_max,z_promote_muscle_median,n_signatures_dn,cell_lines_dn,protein_targets_dn,z_mimic_atrophy_max,z_mimic_atrophy_median,gmt_overlap_count,gmt_best_p,gmt_n_signatures,gmt_directions,gmt_overlapping_genes,anti_mimic_score,gmt_evidence,z_promote_norm,anti_mimic_norm,gmt_evidence_norm,reversal_score,compound_name,clinical_phase,moa,target,disease_area,indication
310,Doxylamine,2.3781,2.3781,1,HT29,HRH1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7856161921415922,1.0546450570426453,-0.07709312585630698,-0.09183320412926392,Doxylamine,Launched,histamine receptor antagonist,HRH1,neurology/psychiatry,sedative
311,Voriconazole,2.3773,2.3773,1,HELA,CYP2C19|CYP2C9|CYP3A4|CYP3A5|PTGS1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7870210915934952,1.0546450570426453,-0.07709312585630698,-0.09253565385521544,Voriconazole,Launched,cytochrome P450 inhibitor,CYP2C19|CYP2C9|CYP3A4|CYP3A5|PTGS1,infectious disease,esophageal candidiasis|aspergillosis|skin infections
312,Ceforanide,2.3773,2.3773,1,HEPG2,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7870210915934952,1.0546450570426453,-0.07709312585630698,-0.09253565385521544,Ceforanide,Launched,penicillin binding protein inhibitor,,infectious disease,gram-negative bacterial infections
313,BRD-K59024795,2.3771,2.3771,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.787372316456471,1.0546450570426453,-0.07709312585630698,-0.09271126628670333,BRD-K59024795,,,,,
314,AMBCB17415880,2.3755,2.3755,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7901821153602769,1.0546450570426453,-0.07709312585630698,-0.0941161657386063,AMBCB17415880,,,,,
315,BRD-K69827766,2.3726,2.3726,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7952748758734264,1.0546450570426453,-0.07709312585630698,-0.09666254599518102,BRD-K69827766,,,,,
316,Naphazoline,2.3718,2.3718,1,YAPC,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7966797753253294,1.0546450570426453,-0.07709312585630698,-0.09736499572113254,Naphazoline,Launched,adrenergic receptor agonist,ADRA1A|ADRA2A,ophthalmology,eye irritation
317,Levocetirizine,2.369,2.369,1,HELA,HRH1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8015969234069898,1.0546450570426453,-0.07709312585630698,-0.09982356976196276,Levocetirizine,Launched,histamine receptor antagonist,HRH1,allergy,allergic rhinitis|urticaria
318,Desoxymetasone,3.0044,3.0044,1,VCAP,NR3C1,2.4733,2.4733,0.0,1.0,0.0,,,0.2879106325396597,-0.0,0.31424446626708136,-0.8107800968112754,-0.07709312585630698,-0.10153042108110331,Desoxymetasone,,,,,
319,YK 4-279,3.0123,3.0123,1,HT29,DHX9|FLI1,2.591,2.591,0.0,1.0,0.0,,,0.278473962684489,-0.0,0.3281178483546253,-0.8355008722094994,-0.07709312585630698,-0.10200996265679856,YK 4-279,,,,,
320,SU 11274,2.3642,2.3642,1,MCF7,MET,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8100263201184094,1.0546450570426453,-0.07709312585630698,-0.10403826811767251,SU 11274,,,,,
321,Mitoxantrone,3.047,2.73355,4,"MCF10A,SKBR3",TOP2A,3.2573,2.5252,0.0,1.0,0.0,,,0.2348906583985155,-0.0,0.38905536208092406,-0.9496738901174692,-0.07709312585630698,-0.10579311116604011,Mitoxantrone,Launched,topoisomerase inhibitor,TOP2A,neurology/psychiatry|oncology|hematologic malignancy,multiple sclerosis|prostate cancer|acute myeloid leukemia (AML)
322,BRD-K77006185,2.3575,2.3575,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.821792353028098,1.0546450570426453,-0.07709312585630698,-0.10992128457251686,BRD-K77006185,,,,,
323,nimodipine,3.0018,2.9484,2,"A375,MCF7",,2.605,2.605,0.0,1.0,0.0,,,0.27739251040221913,-0.0,0.3096785430483958,-0.8383338990488607,-0.07709312585630698,-0.11207952336172171,nimodipine,Launched,calcium channel blocker,CFTR|NR3C2,hematology,hemorrhage
324,AC1NXRFO,3.0706,3.0706,1,A549,,4.0444,3.78765,0.0,1.0,0.0,,,0.19823963206724288,-0.0,0.4304998959120669,-1.045686763721745,-0.07709312585630698,-0.11387470633175147,AC1NXRFO,,,,,
325,BRD-A02747686,2.35,2.35,1,HELA,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8349632853896898,1.0546450570426453,-0.07709312585630698,-0.11650675075331272,BRD-A02747686,,,,,
326,"3,6-Dimethoxyflavone",2.3496,2.3496,1,SKB,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8356657351156412,1.0546450570426453,-0.07709312585630698,-0.11685797561628845,"3,6-Dimethoxyflavone",,,,,
327,STK139544,2.3489,2.3489,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8368950221360567,1.0546450570426453,-0.07709312585630698,-0.11747261912649619,STK139544,,,,,
328,BRD-K13324372,2.3466,2.3466,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8409341080602782,1.0546450570426453,-0.07709312585630698,-0.11949216208860695,BRD-K13324372,,,,,
329,Fomepizole,2.3448,2.3448,1,MCF7,ADH1A|ADH1B|ADH1C,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.84409513182706,1.0546450570426453,-0.07709312585630698,-0.12107267397199782,Fomepizole,Launched,alcohol dehydrogenase inhibitor,ADH1A|ADH1B|ADH1C|AKR1A1|CAT,critical care,poison antidote
330,MLS003128821,2.3416,2.3416,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8497147296346726,1.0546450570426453,-0.07709312585630698,-0.12388247287580416,MLS003128821,,,,,
331,Chloroxine,3.0637,3.0637,1,HELA,,4.2172,2.96425,0.0,1.0,0.0,,,0.19167369470213907,-0.0,0.4183826381394017,-1.0628872237752032,-0.07709312585630698,-0.12509347323412148,Chloroxine,Launched,opioid receptor antagonist,OPRK1,gastroenterology|infectious disease|dermatology,diarrhea|inflammatory bowel disease|giardiasis|dandruff
332,BRD-K36360168,2.3395,2.3395,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8534025906959184,1.0546450570426453,-0.07709312585630698,-0.12572640340642702,BRD-K36360168,,,,,
333,Triclabendazole,3.0659,3.0659,1,HT29,DNMT1,4.3457,3.0894500000000003,0.0,1.0,0.0,,,0.1870662401556391,-0.0,0.42224611163213566,-1.0749571436462626,-0.07709312585630698,-0.12678271244907233,Triclabendazole,Launched,microtubule inhibitor,DNMT1,infectious disease,tapeworm
334,Sirolimus,2.6018,2.6018,1,SNUC4,FKBP1A|MTOR,5.3969,2.737,1.0,0.8385208746330142,1.0,drug_up_reverses_query_down,"6,A,E,F,G,H,R",0.15632572027075617,0.07648612134044172,-0.3927711829031757,-1.1554865570263901,2.074696578502342,-0.12809224285903653,Sirolimus,Launched,mTOR inhibitor,FKBP1A|MTOR,transplant|pulmonary,organ rejection|lymphangioleiomyomatosis
335,MLS002276520,2.3345,2.3345,1,HEPG2,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.8621832122703137,1.0546450570426453,-0.07709312585630698,-0.13011671419362467,MLS002276520,,,,,
336,UK 356618,3.0445,3.0445,1,A673,MMP3,3.9007,3.0174,0.0,1.0,0.0,,,0.20405248229844714,-0.0,0.3846650512937268,-1.0304591286349483,-0.07709312585630698,-0.13222383811488247,UK 356618,,,,,
337,CHEMBL259628,2.9807,2.9807,1,SKM1,PTPN1,2.6738,2.6738,0.0,1.0,0.0,,,0.2721977244270238,-0.0,0.272624320004451,-0.8519424218970222,-0.07709312585630698,-0.1346891917381425,CHEMBL259628,,,,,
338,SB-203580,3.039,3.039,1,SKL.C,MAPK1|MAPK11|MAPK14,3.8589,3.03895,0.0,1.0,0.0,,,0.20580789890716006,-0.0,0.3750063675618926,-1.025860550918411,-0.07709312585630698,-0.1356736066658384,SB-203580,Preclinical,p38 MAPK inhibitor,AKT1|ALOX5|CHEK1|CYP2D6|CYP3A4|GAK|GSK3B|LCK|MAPK1|MAPK10|MAPK11|MAPK12|MAPK14|MAPK8|MAPK9|PRKCA|RAF1|RIPK2|ROCK1|RPS6KB1|SGK1|SRC|TNF,,
339,GF-109203,2.9916,2.9916,1,H1299,PRKCA,2.9178,2.8310500000000003,0.0,1.0,0.0,,,0.2552452907243861,-0.0,0.29176607503663116,-0.8963518706165364,-0.07709312585630698,-0.1384411488379067,GF-109203,,,,,
340,testosterone,3.0261,3.0261,1,PC3,AR,3.9024,3.3888,0.0,1.0,0.0,,,0.20398172323759792,-0.0,0.35235236389995417,-1.0306444926327873,-0.07709312585630698,-0.1484357910111205,testosterone,,,,,
341,Trametinib,2.9435,2.9435,1,PC3,MAP2K1|MAP2K2,2.4848,2.42135,0.0,1.0,0.0,,,0.28696051423324154,-0.0,0.20729649549095422,-0.8132690745560923,-0.07709312585630698,-0.15575109979261195,Trametinib,Launched,MEK inhibitor,MAP2K1|MAP2K2,oncology,melanoma
342,"2-(2,4-Dichlorophenoxy)-n-(4-methyl-2-nitrophenyl)acetamide",2.9978,2.9978,1,PHH,,3.4908,3.0586,0.0,1.0,0.0,,,0.22267747394673554,-0.0,0.3026540457888801,-0.981668162923792,-0.07709312585630698,-0.15859205115395894,"2-(2,4-Dichlorophenoxy)-n-(4-methyl-2-nitrophenyl)acetamide",,,,,
343,Perphenazine,2.9923,2.9923,1,NPC,DRD2,3.4879,3.0128,0.0,1.0,0.0,,,0.22282136411239112,-0.0,0.2929953620570467,-0.9812912210023539,-0.07709312585630698,-0.1633083104434442,Perphenazine,Launched,dopamine receptor antagonist,CALM1|DRD1|DRD2|HRH1|HTR2A|HTR2C|HTR6|HTR7,neurology/psychiatry|gastroenterology,schizophrenia|nausea|vomiting
344,Spiperone,2.9291,2.9291,1,ASC,ADRA1A|DRD2|DRD3|DRD4|HTR1A|HTR2A|HTR7,2.5431,2.5431,0.0,1.0,0.0,,,0.28223871750726764,-0.0,0.1820083053566981,-0.8256385309565312,-0.07709312585630698,-0.1721060317798717,Spiperone,Launched,dopamine receptor antagonist,ADRA1A|ADRA1B|ADRA1D|DRD1|DRD2|DRD3|DRD4|DRD5|HTR1A|HTR1D|HTR2A|HTR2B|HTR2C|HTR6|HTR7,neurology/psychiatry,schizophrenia
345,Avicin-D,2.9704,2.9704,1,A549,,3.3973,3.0838,0.0,1.0,0.0,,,0.2274122757146431,-0.0,0.2545362395611981,-0.9692646378608248,-0.07709312585630698,-0.17892989674890977,Avicin-D,,,,,
346,Erlotinib,3.0102,3.0102,1,MCF7,EGFR,4.5925,2.7582,0.0,1.0,0.0,,,0.17881090746535538,-0.0,0.3244299872933796,-1.0965832287383779,-0.07709312585630698,-0.18217860014608497,Erlotinib,Launched,EGFR inhibitor,EGFR|NR1I2,oncology,non-small cell lung cancer (NSCLC)|pancreatic cancer
347,BRD-K94206926,2.9102,2.9102,1,VCAP,,2.461,2.461,0.0,1.0,0.0,,,0.2889338341519792,-0.0,0.14881755580548647,-0.8080996663592773,-0.07709312585630698,-0.18343974717630132,BRD-K94206926,,,,,
348,MLS006011051,2.9337,2.7489999999999997,2,"A549,SKL",BRAF,2.904,2.904,0.0,1.0,0.0,,,0.25614754098360654,-0.0,0.19008647720514105,-0.8939882904178548,-0.07709312585630698,-0.1885718736940473,MLS006011051,,,,,
349,MLS004683634,2.9062,2.9062,1,HT29,,2.5449,2.5449,0.0,1.0,0.0,,,0.282095404665858,-0.0,0.14179305854597074,-0.826013960490312,-0.07709312585630698,-0.19232628404536958,MLS004683634,,,,,
350,ABT737,2.913,2.913,1,SKL,BCL2|BCL2L1|BCL2L2,2.813,2.6259,0.0,1.0,0.0,,,0.26226068712300027,-0.0,0.15373470388714694,-0.8779739850529524,-0.07709312585630698,-0.20194346874357363,ABT737,,,,,
351,PF431396,2.9964,2.68005,2,"MDAMB231,SKBR3",,4.9245,2.8083,0.0,1.0,0.0,,,0.16879061524179256,-0.0,0.3001954717480499,-1.1228328906726182,-0.07709312585630698,-0.2021707564990219,PF431396,,,,,
352,Tozasertib,2.9315,2.9315,1,SKBR3,ABL1|AURKA|AURKB|AURKC|BCR|FLT3|JAK2,3.2174,2.8548999999999998,0.0,1.0,0.0,,,0.23711291316925123,-0.0,0.18622300371240783,-0.9438523596508833,-0.07709312585630698,-0.20546283121032247,Tozasertib,Phase 2,Aurora kinase inhibitor|Bcr-Abl kinase inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|AURKC|LCK,,
353,Ofloxacin,2.923,2.923,1,PC3,,3.1627,3.1627,0.0,1.0,0.0,,,0.24022869772022964,-0.0,0.17129594703593665,-0.935690093591338,-0.07709312585630698,-0.21047767973069445,Ofloxacin,Launched,bacterial DNA gyrase inhibitor,,infectious disease|otolaryngology|gastroenterology|endocrinology,respiratory tract infections|sinusitis|skin infections|bone and joint infections|intra-abdominal infections|diarrhea|fever|urinary tract infections
354,HY-11007,2.9015,2.9015,1,NPC,ABL1|BCR,2.8019,2.5866,0.0,1.0,0.0,,,0.26302638154606905,-0.0,0.13353927426603954,-0.8759681333969274,-0.07709312585630698,-0.21143942805731983,HY-11007,,,,,
355,Osimertinib,2.9385,2.9385,1,MNEU.E,EGFR|ERBB2|ERBB3|ERBB4,3.5426,2.83515,0.0,1.0,0.0,,,0.22013824681900232,-0.0,0.19851587391655978,-0.98832005013328,-0.07709312585630698,-0.21265670325296546,Osimertinib,Launched,EGFR inhibitor,EGFR,oncology,non-small cell lung cancer (NSCLC)
356,4-Iodo-6-phenylpyrimidine,2.9062,2.9062,1,HCC15,MIF,2.9139,2.6862500000000002,0.0,1.0,0.0,,,0.2554996295255372,-0.0,0.14179305854597074,-0.8956855918895272,-0.07709312585630698,-0.21322777346513416,4-Iodo-6-phenylpyrimidine,Preclinical,macrophage migration inhibiting factor inhibitor,MIF,,
357,BRD-K26508045,2.9129,2.9129,1,VCAP,,3.1452,3.1452,0.0,1.0,0.0,,,0.24124288333494162,-0.0,0.15355909145565946,-0.9330332819005416,-0.07709312585630698,-0.2185490640135941,BRD-K26508045,,,,,
358,BRD-K01621458,2.9647,2.6233,5,"HA1E,PC3",,4.5011,3.5602,0.0,1.0,0.0,,,0.18178182545309118,-0.0,0.2445263309663881,-1.0888004624205418,-0.07709312585630698,-0.21979559841422988,BRD-K01621458,,,,,
359,AC1NSFGY,2.8509,2.8509,1,NEU,,2.4319,2.4319,0.0,1.0,0.0,,,0.2913837815787173,-0.0,0.04467938393316613,-0.801681660748891,-0.07709312585630698,-0.23358343142934562,AC1NSFGY,,,,,
360,Rifampicin,2.8821,2.8821,1,VCAP,NR1I2,3.1277,3.0963000000000003,0.0,1.0,0.0,,,0.24226566853211232,-0.0,0.09947046255738815,-0.9303539423106298,-0.07709312585630698,-0.24478957658575626,Rifampicin,,,,,
361,BAY 61-3606,2.9353,2.9353,1,MDAMB231,SYK,4.634,2.96845,0.0,1.0,0.0,,,0.17749378771742988,-0.0,0.19289627610894702,-1.1000336219343623,-0.07709312585630698,-0.24898057369709656,BAY 61-3606,,,,,
362,NSC95397,2.9271,2.9271,1,NKDBA,,4.4886,2.8893,0.0,1.0,0.0,,,0.18219582407171228,-0.0,0.17849605672693983,-1.087715930798351,-0.07709312585630698,-0.2524853760472968,NSC95397,,,,,
363,Clonidine,2.8533,2.8533,1,VCAP,ADRA2A|ADRA2B|ADRA2C,2.8823,2.6948,0.0,1.0,0.0,,,0.25757927002034875,-0.0,0.048894082288875096,-0.8902376609594101,-0.07709312585630698,-0.2580428823146469,Clonidine,Launched,adrenergic receptor agonist,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C,cardiology|neurology/psychiatry,hypertension|attention-deficit/hyperactivity disorder (ADHD)
364,KW-2478,2.9011,2.9011,1,HELA,,3.9236,2.9937,0.0,1.0,0.0,,,0.2031034202615972,-0.0,0.13283682454008802,-1.0329453393228312,-0.07709312585630698,-0.2588838146980667,KW-2478,Phase 1/Phase 2,HSP inhibitor,,,
365,Ellagic acid,2.8146,2.8146,1,HELA,CA1|CA12|CA14|CA2|CA4|CA6|CA9|SYK,2.363,2.363,0.0,1.0,0.0,,,0.29735355337496283,-0.0,-0.01906792869693939,-0.7860429460308197,-0.07709312585630698,-0.260765473328977,Ellagic acid,,,,,
366,Midostaurin,2.8631,2.59695,2,"HT29,YAPC",FLT3|KDR|KIT|PDGFRA|PDGFRB|PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCH|PRKCI|PRKCQ|PRKCZ|PRKD1|PRKD3,3.1368,2.4351,0.0,1.0,0.0,,,0.24173274028234384,-0.0,0.06610410057468905,-0.931750027981538,-0.07709312585630698,-0.2618915832783783,Midostaurin,Launched,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,FLT3|PRKCG,hematologic malignancy,acute myeloid leukemia (AML)
367,SCHEMBL17052537,2.9218,2.5292,3,"HME1,MDAMB231",BTK|JAK3|MKNK2|MTOR|PRKDC,4.6872,3.1351,0.0,1.0,0.0,,,0.1758334505556337,-0.0,0.16918859785808216,-1.1043831247454199,-0.07709312585630698,-0.2621392636658463,SCHEMBL17052537,,,,,
368,MLS001065903,2.8659,2.8659,1,A549,,3.2919,3.2919,0.0,1.0,0.0,,,0.23299704093758009,-0.0,0.07102124865634951,-0.9546345057435727,-0.07709312585630698,-0.26629835256615847,MLS001065903,,,,,
369,(S)-(-)-BAY K 8644,2.8751,2.8751,1,HT115,CACNA1C,3.5061,3.5061,0.0,1.0,0.0,,,0.22192139544173453,-0.0,0.08717759235323622,-0.9836488242367777,-0.07709312585630698,-0.2669244762656766,(S)-(-)-BAY K 8644,,,,,
370,Prothiaden Spofa,2.8524,2.8524,1,SKB,SLC6A2|SLC6A4,3.1252,3.1252,0.0,1.0,0.0,,,0.242412489091438,-0.0,0.04731357040548385,-0.9299693237824164,-0.07709312585630698,-0.2707526371032444,Prothiaden Spofa,,,,,
371,AMD-070 (hydrochloride),2.8776,2.6296,2,"HELA,YAPC",,4.0127,3.8051,0.0,1.0,0.0,,,0.19949328705089076,-0.0,0.09156790314043345,-1.042402626017103,-0.07709312585630698,-0.28235546140617557,AMD-070 (hydrochloride),,,,,
372,BRN 1087718,2.8146,2.8146,1,NKDBA,,2.7474,2.3498,0.0,1.0,0.0,,,0.266851683834125,-0.0,-0.01906792869693939,-0.8659471789559359,-0.07709312585630698,-0.2847367432065119,BRN 1087718,,,,,
373,SMR000068650,2.8567,2.8567,1,MCF7,,3.6608,3.3162000000000003,0.0,1.0,0.0,,,0.21455544112598696,-0.0,0.05486490495946358,-1.0029450489673057,-0.07709312585630698,-0.2888696873817213,SMR000068650,,,,,
374,Roflumilast,2.8295,2.6037999999999997,2,"HT29,MCF7",PDE4A|PDE4B|PDE4C|PDE4D,3.1139,3.1139,0.0,1.0,0.0,,,0.24307834415031965,-0.0,0.007098323594756504,-0.9282250163507682,-0.07709312585630698,-0.2903369682791136,Roflumilast,Launched,phosphodiesterase inhibitor,PDE4A|PDE4B|PDE4C|PDE4D,pulmonary,chronic obstructive pulmonary disease (COPD)|bronchitis
375,Swainsonine,2.8099,2.8099,1,PC3,,2.9254,2.7286,0.0,1.0,0.0,,,0.25475110816732055,-0.0,-0.02732171297687062,-0.8976464561203669,-0.07709312585630698,-0.29837341849580673,Swainsonine,Phase 2,alpha mannosidase inhibitor,MAN2A1,,
376,Zafirlukast,2.7989,2.7989,1,MCF7,CYSLTR1,2.7527,2.6203,0.0,1.0,0.0,,,0.2664748048072055,-0.0,-0.04663908044053827,-0.8669344702270905,-0.07709312585630698,-0.29881850645965763,Zafirlukast,Launched,leukotriene receptor antagonist,CYSLTR1|CYSLTR2,pulmonary,asthma
377,Zaldaride,2.8195,2.8195,1,HA1E,CALM1,3.1206,3.1123,0.0,1.0,0.0,,,0.24268310440227153,-0.0,-0.010462919554032415,-0.9292604062912772,-0.07709312585630698,-0.2994282068356608,Zaldaride,Phase 3,calmodulin antagonist,CALM1,,
378,Oxfendazole,2.7928,2.7928,1,YAPC,,2.7711,2.7711,0.0,1.0,0.0,,,0.2651746174856143,-0.0,-0.05735143876129973,-0.8703405063866646,-0.07709312585630698,-0.3051964964679107,Oxfendazole,Launched,anthelmintic agent,,infectious disease,lungworms|tapeworm|gastrointestinal roundworms
379,Pazopanib,2.8456,2.8456,1,NPC,CSF1R|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|LCK|PDGFRA|PDGFRB,3.8989,2.87115,0.0,1.0,0.0,,,0.2041274571842659,-0.0,0.03537192506430766,-1.0302627206497925,-0.07709312585630698,-0.30681147883404536,Pazopanib,Launched,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,CSF1R|FGF1|FGFR1|FGFR3|FLT1|FLT4|ITK|KDR|KIT|PDGFRA|PDGFRB|SH2B3,oncology,renal cell carcinoma (RCC)|soft tissue sarcoma (STS)
380,BRD-K99763083,2.8125,2.8125,1,VCAP,,3.3656,3.3656,0.0,1.0,0.0,,,0.22906358805204322,-0.0,-0.022755789758185124,-0.9649387769340683,-0.07709312585630698,-0.31627815313057445,BRD-K99763083,,,,,
381,GW843682X,2.8126,2.614,2,"A375,BT20",PLK1|PLK3,3.4019,2.6128,0.0,1.0,0.0,,,0.22717462913741795,-0.0,-0.022580177326696864,-0.9698871887977447,-0.07709312585630698,-0.3176748704739332,GW843682X,,,,,
382,HA 14-1,2.8325,2.8325,1,NPC,BCL2,4.1868,4.1868,0.0,1.0,0.0,,,0.19279710033161102,-0.0,0.012366696539393492,-1.0599442938355637,-0.07709312585630698,-0.32721856505223373,HA 14-1,,,,,
383,HSCI1_000314,2.7295,2.7295,1,DV90,ARG1|ARG2,2.3785,2.3785,0.0,1.0,0.0,,,0.2959893443836022,-0.0,-0.1685141078931366,-0.7896166965793975,-0.07709312585630698,-0.3365606880916489,HSCI1_000314,,,,,
384,CHEMBL179288,2.8343,2.8343,1,A375,,4.9689,3.0224,0.0,1.0,0.0,,,0.16753505671061672,-0.0,0.015527720306175215,-1.1261220150061895,-0.07709312585630698,-0.3454913695200306,CHEMBL179288,,,,,
385,Ganciclovir,2.7446,2.7446,1,YAPC,,2.7976,2.7976,0.0,1.0,0.0,,,0.2633242047609016,-0.0,-0.14199663073846416,-0.8751879407108158,-0.07709312585630698,-0.3489733227537382,Ganciclovir,Launched,DNA polymerase inhibitor,,infectious disease,cytomegalovirus (CMV)
386,CDK9 Inhibitor,2.7244,2.7244,1,CD34,,2.5168,2.5168,0.0,1.0,0.0,,,0.2843494085532302,-0.0,-0.17747034189901853,-0.8201092584395221,-0.07709312585630698,-0.3501865736526273,CDK9 Inhibitor,,,,,
387,Ketorolac,2.775,2.775,1,PC3,PTGS1|PTGS2,3.4687,2.8859,0.0,1.0,0.0,,,0.2237787275941549,-0.0,-0.08861045156614512,-0.9787832634314767,-0.07709312585630698,-0.353358829983777,Ketorolac,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,neurology/psychiatry,pain relief
388,Benoxinate,2.7245,2.7245,1,ASC,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,2.6369,2.5744499999999997,0.0,1.0,0.0,,,0.2749594434820864,-0.0,-0.17729472946753103,-0.8447076836343723,-0.07709312585630698,-0.3574782949953386,Benoxinate,,,,,
389,Tezampanel,2.7384,2.7384,1,YAPC,,2.9258,2.9258,0.0,1.0,0.0,,,0.2547251515614652,-0.0,-0.15288460149071387,-0.8977144533517312,-0.07709312585630698,-0.3611752619221377,Tezampanel,,,,,
390,Mirtazapine,2.738,2.738,1,NEU,ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C|HTR3A,3.3653,3.3653,0.0,1.0,0.0,,,0.2290793301720386,-0.0,-0.15358705121666538,-0.9648975380840638,-0.07709312585630698,-0.3816814122048132,Mirtazapine,Launched,adrenergic receptor antagonist|serotonin receptor antagonist,ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C,neurology/psychiatry,depression
391,AC1NWAPU,2.7204,2.7204,1,YAPC,NR3C1,3.2115,3.1632,0.0,1.0,0.0,,,0.23744509082274723,-0.0,-0.18449483915853424,-0.9429821703478333,-0.07709312585630698,-0.3905606958548785,AC1NWAPU,,,,,
392,Nemonapride,2.7176,2.6342,4,"HA1E,HELA,MCF7",,3.2378,3.2378,0.0,1.0,0.0,,,0.23597149464344708,-0.0,-0.18941198724019548,-0.9468424770805308,-0.07709312585630698,-0.3941773619155184,Nemonapride,Launched,dopamine receptor antagonist,DRD2|DRD3|DRD4,neurology/psychiatry,schizophrenia
393,CHEMBL2143628,2.6931,2.6931,1,A375,,2.8081,2.58505,0.0,1.0,0.0,,,0.2625981460570888,-0.0,-0.2324370329547296,-0.8770899606414004,-0.07709312585630698,-0.39476412984104636,CHEMBL2143628,,,,,
394,"THR1 Inhibitor, 2",2.6616,2.6616,1,VCAP,BTK,2.4017,2.4017,0.0,1.0,0.0,,,0.29397066172795955,-0.0,-0.28775494887341563,-0.7949049392853864,-0.07709312585630698,-0.39776758139358515,"THR1 Inhibitor, 2",,,,,
395,Iniparib,2.6555,2.6555,1,HA1E,PARP1,2.3378,2.3378,0.0,1.0,0.0,,,0.29959853795913477,-0.0,-0.2984673071941771,-0.7801618714007286,-0.07709312585630698,-0.3987008401885685,Iniparib,Phase 3,PARP inhibitor,PARP1,,
396,Norethindrone Acetate,2.6954,2.6954,1,HA1E,PGR,2.928,2.6372,0.0,1.0,0.0,,,0.2545824847250509,-0.0,-0.2283979470305081,-0.8980881905783059,-0.07709312585630698,-0.39904405586000724,Norethindrone Acetate,,,,,
397,Rimantadine,2.6504,2.6504,1,HA1E,,2.3315,2.3315,0.0,1.0,0.0,,,0.30016509079993997,-0.0,-0.30742354120005977,-0.7786777010584657,-0.07709312585630698,-0.402733706088831,Rimantadine,Launched,antiviral|RNA synthesis inhibitor,,infectious disease,influenza A virus infection
398,BRD-K89808696,2.7271,2.7271,1,VCAP,,3.7226,3.7226,0.0,1.0,0.0,,,0.21174776606106807,-0.0,-0.17272880624884554,-1.0103001759068186,-0.07709312585630698,-0.4048730810677298,BRD-K89808696,,,,,
399,Zolpidem,2.751,2.751,1,PC3,GABRA1|GABRA2|GABRA3|GABRB1|GABRG2,4.5211,2.6159,0.0,1.0,0.0,,,0.18112332687326801,-0.0,-0.13075743512323948,-1.0905254984493205,-0.07709312585630698,-0.4079549922676773,Zolpidem,,,,,
400,TAE-684,2.7135,2.7135,1,SKBR3,ALK,3.4973,2.72,0.0,1.0,0.0,,,0.22235563560358437,-0.0,-0.19661209693119946,-0.9825112668489776,-0.07709312585630698,-0.4084780536915544,TAE-684,,,,,
401,Broad-Sai-045,2.6721,2.6721,1,A549,,2.7919,2.7919,0.0,1.0,0.0,,,0.2637200348110446,-0.0,-0.26931564356718696,-0.8741510043852231,-0.07709312585630698,-0.4123217482704218,Broad-Sai-045,,,,,
402,NVP-BHG712,2.6866,2.6866,1,ASC,,3.0738,2.8534,0.0,1.0,0.0,,,0.24547105896214835,-0.0,-0.24385184100144253,-0.9219569401795105,-0.07709312585630698,-0.4139316277258358,NVP-BHG712,Preclinical,ephrin inhibitor,EPHB4,,
