rank,compound,z_promote_muscle_max,z_promote_muscle_median,n_signatures_dn,cell_lines_dn,protein_targets_dn,z_mimic_atrophy_max,z_mimic_atrophy_median,gmt_overlap_count,gmt_best_p,gmt_n_signatures,gmt_directions,gmt_overlapping_genes,anti_mimic_score,gmt_evidence,z_promote_norm,anti_mimic_norm,gmt_evidence_norm,reversal_score,compound_name,clinical_phase,moa,target,disease_area,indication
98,BRD-K19770227,2.9482,2.9482,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.21555027977088545,1.0546450570426453,-0.07709312585630698,0.4087500318269749,BRD-K19770227,,,,,
99,Masitinib,3.641,3.1881,2,"A375,HT29",FGFR3|KIT|LYN|PDGFRA|PDGFRB,3.789,2.7051,0.0,1.0,0.0,,,0.2088118605136772,-0.0,1.4321932051190078,-1.017991221873387,-0.07709312585630698,0.3952806108262264,Masitinib,Launched,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|SRC inhibitor,FGFR3|KIT|PDGFRA|PDGFRB,dermatology,mastocytoma
100,MLS002264391,2.9227,2.9227,1,HEPG2,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.17076910974147264,1.0546450570426453,-0.07709312585630698,0.38635944681226847,MLS002264391,,,,,
101,AC1M43RN,2.9205,2.9205,1,NEU,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.16690563624873941,1.0546450570426453,-0.07709312585630698,0.3844277100659019,AC1M43RN,,,,,
102,Trilostane,2.9099,2.9099,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.14829071851102246,1.0546450570426453,-0.07709312585630698,0.3751202511970434,Trilostane,Launched,3beta-hydroxy-delta5-steroid dehydrogenase inhibitor,,endocrinology,Cushing's syndrome
103,BRD-K20578716,2.9074,2.9074,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.14390040772382523,1.0546450570426453,-0.07709312585630698,0.37292509580344474,BRD-K20578716,,,,,
104,"1-[1-(3-Chloro-4-fluorophenyl)-2,5-dioxopyrrolidin-3-yl]piperidine-4-carboxamide",2.9072,2.9072,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.1435491828608495,1.0546450570426453,-0.07709312585630698,0.3727494833719569,"1-[1-(3-Chloro-4-fluorophenyl)-2,5-dioxopyrrolidin-3-yl]piperidine-4-carboxamide",,,,,
105,BRD-K82117061,2.9031,2.9031,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.1363490731698455,1.0546450570426453,-0.07709312585630698,0.3691494285264549,BRD-K82117061,,,,,
106,Palmitoyl Carnitine,2.903,2.903,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.136173460738358,1.0546450570426453,-0.07709312585630698,0.36906162231071116,Palmitoyl Carnitine,,,,,
107,BRD-K50157880,2.9002,2.9002,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.13125631265669677,1.0546450570426453,-0.07709312585630698,0.36660304826988055,BRD-K50157880,,,,,
108,SCHEMBL17497583,2.893,2.893,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.11861221758956832,1.0546450570426453,-0.07709312585630698,0.3602810007363163,SCHEMBL17497583,,,,,
109,BRD-K62242359,2.8817,2.8817,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.09876801283143666,1.0546450570426453,-0.07709312585630698,0.3503588983572505,BRD-K62242359,,,,,
110,SMR000162699,3.5207,3.5207,1,NCIH508,,2.5177,2.5177,0.0,1.0,0.0,,,0.284276658043608,-0.0,1.2209314500390729,-0.8202998393368173,-0.07709312585630698,0.3489571480472298,SMR000162699,,,,,
111,BRD-K20126873,2.8782,2.8782,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.0926215777293607,1.0546450570426453,-0.07709312585630698,0.3472856808062125,BRD-K20126873,,,,,
112,MLS001150507,2.8644,2.8644,1,NPC,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.06838706218403101,1.0546450570426453,-0.07709312585630698,0.33516842303354766,MLS001150507,,,,,
113,Zibotentan,2.8643,2.8643,1,NEU,EDNRA,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.06821144975254353,1.0546450570426453,-0.07709312585630698,0.33508061681780393,Zibotentan,Phase 3,endothelin receptor antagonist,EDNRA,,
114,LACOSAMIDE,2.8575,2.8575,1,MCF7,SCN10A|SCN11A|SCN1A|SCN2A|SCN3A|SCN4A|SCN5A|SCN7A|SCN8A|SCN9A,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.056269804411366565,1.0546450570426453,-0.07709312585630698,0.3291097941472154,LACOSAMIDE,,,,,
115,BRD-K83726357,2.8558,2.8558,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.05328439307607233,1.0546450570426453,-0.07709312585630698,0.32761708847956833,BRD-K83726357,,,,,
116,BRD-K95776192,3.5022,3.5022,1,MCF7,,2.6595,2.6595,0.0,1.0,0.0,,,0.27326137450471377,-0.0,1.1884431502138129,-0.8491560306089483,-0.07709312585630698,0.3240561407529605,BRD-K95776192,,,,,
117,cucurbitacin-i,2.8466,2.6391999999999998,2,"A375,HA1E",,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.037128049379186394,1.0546450570426453,-0.07709312585630698,0.3195389166311253,cucurbitacin-i,,,,,
118,Pyrazinamide,2.842,2.842,1,HA1E,FASN,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.02904987753074343,1.0546450570426453,-0.07709312585630698,0.31549983070690385,Pyrazinamide,Launched,fatty acid synthase inhibitor,FASN,infectious disease,tuberculosis
119,Avrainvillamide Analog 3,3.4807,3.31145,2,"A375,HCC515",,2.5137,2.5137,0.0,1.0,0.0,,,0.28460027890827333,-0.0,1.1506864774439156,-0.8194520658285402,-0.07709312585630698,0.31408899380213434,Avrainvillamide Analog 3,,,,,
120,Etoricoxib,2.8343,2.8343,1,PC3,PTGS2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.015527720306175215,1.0546450570426453,-0.07709312585630698,0.30873875209461976,Etoricoxib,Launched,cyclooxygenase inhibitor,PTGS2,rheumatology,rheumatoid arthritis|psoriatic arthritis|osteoarthritis|gout|ankylosing spondylitis
121,MLS001065846,2.8342,2.8342,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.015352107874687732,1.0546450570426453,-0.07709312585630698,0.30865094587887604,MLS001065846,,,,,
122,BRD-K33932270,2.8332,2.8332,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.013595983559808997,1.0546450570426453,-0.07709312585630698,0.30777288372143663,BRD-K33932270,,,,,
123,BRD-K30645599,2.8331,2.8331,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.013420371128320733,1.0546450570426453,-0.07709312585630698,0.3076850775056925,BRD-K30645599,,,,,
124,M3M3FBS,2.8292,2.8292,1,RKO,PLCB2|PLCB3|PLCD1|PLCG1|PLCG2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,0.0065714863002932725,1.0546450570426453,-0.07709312585630698,0.3042606350916788,M3M3FBS,,,,,
125,BMS-794833,3.5232,3.5232,1,PC3,,3.53,3.53,0.0,1.0,0.0,,,0.22075055187637974,-0.0,1.22532176082627,-0.9867160249813002,-0.07709312585630698,0.3012274477474836,BMS-794833,,,,,
126,SA-440832,2.8239,2.8239,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.0027359725685651972,1.0546450570426453,-0.07709312585630698,0.29960690565724957,SA-440832,,,,,
127,CHEMBL2360603,2.823,2.823,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.0043164844519564495,1.0546450570426453,-0.07709312585630698,0.29881664971555394,CHEMBL2360603,,,,,
128,Saxagliptin,2.8204,2.8204,1,HA1E,DPP4,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.008882407670641943,1.0546450570426453,-0.07709312585630698,0.29653368810621117,Saxagliptin,Launched,dipeptidyl peptidase inhibitor,DPP4,endocrinology,diabetes mellitus
129,BRD-K65946722,2.8203,2.8203,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.009058020102129426,1.0546450570426453,-0.07709312585630698,0.29644588189046744,BRD-K65946722,,,,,
130,BRD-A81936046,3.472,3.0302499999999997,2,"H1299,RMGI",,2.7051,2.6285999999999996,0.0,1.0,0.0,,,0.26989824836036813,-0.0,1.1354081959044686,-0.85796624515775,-0.07709312585630698,0.2948955992336479,BRD-A81936046,,,,,
131,CHEMBL1290246,2.8146,2.8146,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.01906792869693939,1.0546450570426453,-0.07709312585630698,0.29144092759306245,CHEMBL1290246,,,,,
132,Sotrastaurin,3.4915,3.4915,1,PC3,PRKCA|PRKCB|PRKCD|PRKCE|PRKCG|PRKCH|PRKCI|PRKCQ|PRKCZ|PRKD1|PRKD3,3.1476,3.1476,0.0,1.0,0.0,,,0.24110328864885713,-0.0,1.1696526200446076,-0.9333989711674591,-0.07709312585630698,0.2893879935008047,Sotrastaurin,Phase 2,PKC inhibitor,PRKCA|PRKCB|PRKCD|PRKCE|PRKCH|PRKCQ,,
133,Pioglitazone,2.472,2.472,1,A549,PPARG,3.0572,2.7135499999999997,1.0,0.6949046308730638,1.0,drug_up_reverses_query_down,"2,C,D,F,M",0.24647540175490487,0.1580747941546019,-0.6207161189744606,-0.9193259132406,4.370036740573925,0.28785151465537473,Pioglitazone,Launched,insulin sensitizer|PPAR receptor agonist,PPARG|TRPM3,endocrinology,diabetes mellitus
134,BRD-K39947788,2.8071,2.8071,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.032238861058531076,1.0546450570426453,-0.07709312585630698,0.28485546141226664,BRD-K39947788,,,,,
135,BRD-K75828577,2.8067,2.8067,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.03294131078448257,1.0546450570426453,-0.07709312585630698,0.28450423654929086,BRD-K75828577,,,,,
136,BRD-K87536251,2.8015,2.8015,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.04207315722185356,1.0546450570426453,-0.07709312585630698,0.27993831333060537,BRD-K87536251,,,,,
137,Zaurategrast,2.7928,2.7928,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.05735143876129973,1.0546450570426453,-0.07709312585630698,0.27229917256088226,Zaurategrast,,,,,
138,Camostat Mesilate,2.7909,2.7909,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.06068807495956972,1.0546450570426453,-0.07709312585630698,0.2706308544617473,Camostat Mesilate,,,,,
139,BRD-K48723823,2.7906,2.7906,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.06121491225403373,1.0546450570426453,-0.07709312585630698,0.2703674358145153,BRD-K48723823,,,,,
140,BRD-K26755359,2.7882,2.7882,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.06542961060974348,1.0546450570426453,-0.07709312585630698,0.2682600866366604,BRD-K26755359,,,,,
141,6-Methoxy-harmalan,2.786,2.786,1,NEU,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.0692930841024767,1.0546450570426453,-0.07709312585630698,0.2663283498902938,6-Methoxy-harmalan,,,,,
142,Bumetanide,2.784,2.784,1,VCAP,SLC12A1|SLC12A2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.07280533273223495,1.0546450570426453,-0.07709312585630698,0.26457222557541465,Bumetanide,Launched,solute carrier family member inhibitor,CFTR|GPR35|SLC12A1|SLC12A2|SLC12A4|SLC12A5,cardiology,edema|congestive heart failure
143,CHEMBL2131973,3.5322,3.5322,1,A549,,5.3704,3.5921,0.0,1.0,0.0,,,0.15697601406505085,-0.0,1.2411268796601802,-1.153783014666814,-0.07709312585630698,0.2590099102587845,CHEMBL2131973,,,,,
144,BRD-K46718584,2.7701,2.7701,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.0972154607090521,1.0546450570426453,-0.07709312585630698,0.2523671615870061,BRD-K46718584,,,,,
145,Antipyrine,2.7685,2.7685,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.10002525961285809,1.0546450570426453,-0.07709312585630698,0.2509622621351031,Antipyrine,,,,,
146,Roquinimex,3.4311,3.4311,1,HA1E,,2.8749,2.8749,0.0,1.0,0.0,,,0.2580711760303492,-0.0,1.0635827114259202,-0.8889490392128737,-0.07709312585630698,0.2496880187778366,Roquinimex,Phase 3,angiogenesis inhibitor|tumor necrosis factor production inhibitor,,,
147,CHEMBL2362635,2.7587,2.7587,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.11723527789867125,1.0546450570426453,-0.07709312585630698,0.24235725299219654,CHEMBL2362635,,,,,
148,Ornidazole,2.7554,2.7554,1,HELA,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.12303048813777225,1.0546450570426453,-0.07709312585630698,0.23945964787264604,Ornidazole,Launched,antiprotozoal agent,,infectious disease,protozoan infection
149,Clofibrate,2.7546,2.7546,1,A375,PPARA,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.12443538758967523,1.0546450570426453,-0.07709312585630698,0.23875719814669458,Clofibrate,Launched,PPAR receptor agonist,LPL|PPARA,endocrinology|cardiology,hyperlipidemia|cholesterol
150,Broad-Sai-595,2.7519,2.7519,1,HA1E,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.12917692323984822,1.0546450570426453,-0.07709312585630698,0.23638643032160808,Broad-Sai-595,,,,,
151,BRD-K82041810-001-01-8,3.3822,3.3822,1,VCAP,,2.5411,2.5411,0.0,1.0,0.0,,,0.28239812487645083,-0.0,0.977708232428341,-0.8252209393875901,-0.07709312585630698,0.22586920922663212,BRD-K82041810-001-01-8,,,,,
152,HA 1004,3.4377,3.4377,1,PHH,,3.549,3.549,0.0,1.0,0.0,,,0.21982853374367994,-0.0,1.0751731319041213,-0.9891313900964707,-0.07709312585630698,0.2254285237518581,HA 1004,,,,,
153,CHEMBL2152368,3.381,3.381,1,JURKAT,,2.6017,2.6017,0.0,1.0,0.0,,,0.2776466668517644,-0.0,0.9756008832504858,-0.8376680980192976,-0.07709312585630698,0.22108138704819222,CHEMBL2152368,,,,,
154,BRD-K41342615,2.7338,2.7338,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.16096277333915684,1.0546450570426453,-0.07709312585630698,0.22049350527195374,BRD-K41342615,,,,,
155,ANISODAMINE HYDROBROMIDE,2.733,2.733,1,A375,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.16236767279105985,1.0546450570426453,-0.07709312585630698,0.21979105554600226,ANISODAMINE HYDROBROMIDE,,,,,
156,BRD-K77888550,2.7303,2.7303,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.1671092084412328,1.0546450570426453,-0.07709312585630698,0.2174202877209158,BRD-K77888550,,,,,
157,BRD-K22610673,2.7275,2.7275,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.17202635652289405,1.0546450570426453,-0.07709312585630698,0.21496171368008515,BRD-K22610673,,,,,
158,Etilefrine,2.7271,2.7271,1,VCAP,ADRA1A|ADRB1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.17272880624884554,1.0546450570426453,-0.07709312585630698,0.2146104888171094,Etilefrine,Launched,adrenergic receptor agonist,ADRA1A|ADRB1,neurology/psychiatry|otolaryngology|endocrinology|pulmonary,headache|nasal congestion|fever|cough suppressant|common cold
159,MAYBRIDGE4_002839,2.7246,2.7246,1,NPC,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.17711911703604277,1.0546450570426453,-0.07709312585630698,0.2124153334235108,MAYBRIDGE4_002839,,,,,
160,BRD-K29528387,2.7181,2.7181,1,A375,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.18853392508275574,1.0546450570426453,-0.07709312585630698,0.2067079294001543,BRD-K29528387,,,,,
161,Leflunomide,2.7143,2.7143,1,PC3,DHODH,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.1952071974792957,1.0546450570426453,-0.07709312585630698,0.20337129320188432,Leflunomide,Launched,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor,AHR|DHODH|PTK2B,rheumatology,rheumatoid arthritis
162,BRD-K23001296,2.7142,2.7142,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.19538280991078397,1.0546450570426453,-0.07709312585630698,0.2032834869861402,BRD-K23001296,,,,,
163,Tyrphostin AG 1288,2.7138,2.7138,1,HCC515,TNF,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.19608525963673545,1.0546450570426453,-0.07709312585630698,0.20293226212316445,Tyrphostin AG 1288,,,,,
164,CHEMBL2142321,3.4521,3.4521,1,NEU,,4.9269,3.15925,0.0,1.0,0.0,,,0.16872226627748063,-0.0,1.1004613220383783,-1.1230119410602428,-0.07709312585630698,0.19790845352985495,CHEMBL2142321,,,,,
165,Fentiazac,2.7058,2.7058,1,HA1E,PTGS1|PTGS2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.21013425415576692,1.0546450570426453,-0.07709312585630698,0.19590776486364872,Fentiazac,Launched,cyclooxygenase inhibitor,PTGS1|PTGS2,neurology/psychiatry|rheumatology,muscle pain|joint pain
166,BRD-K26381032,2.6994,2.6994,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.22137344977099238,1.0546450570426453,-0.07709312585630698,0.190288167056036,BRD-K26381032,,,,,
167,L-745870,2.6947,2.6947,1,VCAP,DRD4,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.22962723405092283,1.0546450570426453,-0.07709312585630698,0.18616127491607076,L-745870,Preclinical,dopamine receptor antagonist,DRD1|DRD2|DRD3|DRD4|HTR1A|HTR2A|HTR6|HTR7,,
168,MLS003129251,2.6936,2.6936,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.23155897079728982,1.0546450570426453,-0.07709312585630698,0.18519540654288727,MLS003129251,,,,,
169,BRD-K21305994,2.6897,2.6897,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.2384078556253173,1.0546450570426453,-0.07709312585630698,0.18177096412887353,BRD-K21305994,,,,,
170,MK 0893,2.6875,2.6875,1,HELA,GCGR,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.2422713291180513,1.0546450570426453,-0.07709312585630698,0.17983922738250654,MK 0893,,,,,
171,BRD-K84797952,2.6868,2.6868,1,A375,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.2435006161384668,1.0546450570426453,-0.07709312585630698,0.17922458387229878,BRD-K84797952,,,,,
172,Pravastatin,2.6843,2.6843,1,ASC,HMGCR,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.24789092692566403,1.0546450570426453,-0.07709312585630698,0.17702942847870015,Pravastatin,Launched,HMGCR inhibitor,HMGCR|SLCO1B1,endocrinology|cardiology,hypercholesterolemia|myocardial infarction|hyperlipidemia
173,sulmazole,3.3908,3.3908,1,A375,,3.7886,3.7886,0.0,1.0,0.0,,,0.2088293029277868,-0.0,0.9928109015362997,-1.0179455288473278,-0.07709312585630698,0.17560316694269015,sulmazole,Phase 1,adenosine receptor antagonist,,,
174,AGI-5198,2.6813,2.6813,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.253159299870301,1.0546450570426453,-0.07709312585630698,0.17439524200638168,AGI-5198,Preclinical,isocitrate dehydrogenase inhibitor,IDH1,,
175,BRD-K36725752,2.6808,2.6808,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.25403736202773997,1.0546450570426453,-0.07709312585630698,0.1739562109276622,BRD-K36725752,,,,,
176,STK249718,2.679,2.679,1,HEPG2,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.2571983857945225,1.0546450570426453,-0.07709312585630698,0.17237569904427094,STK249718,,,,,
177,CID755673,2.6779,2.6779,1,PHH,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.2591301225408887,1.0546450570426453,-0.07709312585630698,0.17140983067108784,CID755673,,,,,
178,levopropoxyphene,2.6749,2.6737,2,"A375,PC3",,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.2643984954855257,1.0546450570426453,-0.07709312585630698,0.16877564419876934,levopropoxyphene,Launched,antitussive,,pulmonary,cough suppressant
179,BRD-K46911271,2.6698,2.6698,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.27335472949140843,1.0546450570426453,-0.07709312585630698,0.16429752719582796,BRD-K46911271,,,,,
180,Estradiol,2.5462,2.5462,1,A549,ESR1|ESR2|NR1I2,3.021,3.021,1.0,0.753386442680322,1.0,drug_up_reverses_query_down,"4,F,L,M,O",0.2486943546381497,0.12298219926694531,-0.49041169481044433,-0.9135130325647035,3.3827741750898808,0.15729507784334307,Estradiol,Launched,estrogen receptor agonist,ESR1|ESR2|GPER1|KCNMA1|NR1I2,endocrinology,contraceptive
181,BRD-K65959597,2.6543,2.6543,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.30057465637203157,1.0546450570426453,-0.07709312585630698,0.1506875637555164,BRD-K65959597,,,,,
182,BRD-K49255961,2.6476,2.6476,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.31234068928172026,1.0546450570426453,-0.07709312585630698,0.14480454730067205,BRD-K49255961,,,,,
183,"5-(Z)-7-(4-o-hydroxyphenyl-2-trifluoromethyl-1,3 dioxan-cis-5-yl)heptenoic acid",2.6412,2.6412,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3235798848969457,1.0546450570426453,-0.07709312585630698,0.13918494949305932,"5-(Z)-7-(4-o-hydroxyphenyl-2-trifluoromethyl-1,3 dioxan-cis-5-yl)heptenoic acid",,,,,
184,Folic acid,2.6407,2.6407,1,A375,FOLR2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.32445794705438546,1.0546450570426453,-0.07709312585630698,0.13874591841433945,Folic acid,,,,,
185,MLS003672589,2.6378,2.6378,1,SW620,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3295507075675342,1.0546450570426453,-0.07709312585630698,0.1361995381577651,MLS003672589,,,,,
186,Methocarbamol,2.6376,2.52585,2,"HA1E,SKB",CA1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.32990193243050997,1.0546450570426453,-0.07709312585630698,0.1360239257262772,Methocarbamol,Launched,muscle relaxant,CA1,neurology/psychiatry,muscle relaxant
187,TP14,2.6363,2.6363,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3321848940398527,1.0546450570426453,-0.07709312585630698,0.13488244492160584,TP14,,,,,
188,GSK-1070916,3.3266,3.32315,2,"ASC,CD34",AURKB|AURKC,3.3744,2.7293,0.0,1.0,0.0,,,0.2286027798098025,-0.0,0.8800677205210724,-0.9661459334027076,-0.07709312585630698,0.13477145506846253,GSK-1070916,,,,,
189,Metformin,2.4935,2.4935,1,HEK293T,GPD2|MT-ND1|ND2|ND3|ND4|ND4L|ND5|ND6|NDUFA1|NDUFA10|NDUFA11|NDUFA12|NDUFA13|NDUFA2|NDUFA3|NDUFA4|NDUFA4L2|NDUFA5|NDUFA6|NDUFA7|NDUFA8|NDUFA9|NDUFAB1|NDUFAF1|NDUFAF2|NDUFAF3|NDUFAF4|NDUFB1|NDUFB10|NDUFB11|NDUFB2|NDUFB3|NDUFB4|NDUFB5|NDUFB6|NDUFB7|NDUFB8|NDUFB9|NDUFC1|NDUFC2|NDUFS1|NDUFS2|NDUFS3|NDUFS4|NDUFS5|NDUFS6|NDUFS7|NDUFS8|NDUFV1|NDUFV2|NDUFV3,2.9422,2.5955500000000002,1.0,0.7480741949003822,1.0,drug_up_reverses_query_down,"2,C,D,F,M",0.253665465983461,0.12605532614912354,-0.5829594462045635,-0.9004904590368537,3.4692306807848876,0.13221927534363964,Metformin,Launched,insulin sensitizer,ACACB|PRKAB1,endocrinology,diabetes mellitus
190,AC1LIQPX,2.6296,2.6296,1,ASC,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3439509269495414,1.0546450570426453,-0.07709312585630698,0.1289994284667615,AC1LIQPX,,,,,
191,BRD-K11366122,2.6294,2.6294,1,A375,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.34430215181251717,1.0546450570426453,-0.07709312585630698,0.1288238160352736,BRD-K11366122,,,,,
192,Blebbistatin,2.6237,2.6237,1,MCF7,MYH2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3543120604073271,1.0546450570426453,-0.07709312585630698,0.12381886173786862,Blebbistatin,,,,,
193,MLS003221411,2.6232,2.6232,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.35519012256476606,1.0546450570426453,-0.07709312585630698,0.12337983065914913,MLS003221411,,,,,
194,Relcovaptan,2.6208,2.6208,1,YAPC,AVPR1A|OXTR,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3594048209204758,1.0546450570426453,-0.07709312585630698,0.12127248148129426,Relcovaptan,Phase 2,vasopressin receptor antagonist,AVPR1A|AVPR1B|AVPR2|OXTR,,
195,CHEMBL254777,2.6201,2.6201,1,HT29,GRM1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.36063410794089135,1.0546450570426453,-0.07709312585630698,0.12065783797108649,CHEMBL254777,,,,,
196,Diotyrosine,2.6134,2.6134,1,HCC515,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.37240014085058004,1.0546450570426453,-0.07709312585630698,0.11477482151624215,Diotyrosine,,,,,
197,Biotin,2.6133,2.6133,1,ASC,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.37257575328206755,1.0546450570426453,-0.07709312585630698,0.1146870153004984,Biotin,Launched,vitamin B,ACACA|ACACB|HLCS|MCCC1|MCCC2|PC|PCCA|PCCB|SLC5A6,,
198,GSK962040,2.6115,2.6115,1,PC3,MLNR,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.37573677704885,1.0546450570426453,-0.07709312585630698,0.11310650341710717,GSK962040,,,,,
199,Naringenin,2.6104,2.6104,1,A375,CYP19A1|ESR2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.37766851379521704,1.0546450570426453,-0.07709312585630698,0.11214063504392364,Naringenin,Phase 1,aromatase inhibitor|TRPV antagonist,CYP19A1|CYP1B1|ESR2|GLO1|HSD17B1,,
200,BAS 00631343,3.2909,3.2909,1,HEPG2,,3.1722,2.9532,0.0,1.0,0.0,,,0.23968170269881597,-0.0,0.817374082479895,-0.9371230292853747,-0.07709312585630698,0.11213150728307365,BAS 00631343,,,,,
201,AC1Q3NSV,2.6061,2.6061,1,ASC,GRIN2B,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.385219848349196,1.0546450570426453,-0.07709312585630698,0.10836496776693418,AC1Q3NSV,,,,,
