"gene","combined_log2FC","combined_se","combined_pvalue","n_studies","I2","combined_padj","direction"
"ALDH2",-0.00299301590469637,0.0516500390942895,0.953790057508126,10,22.0495032508983,1,"down"
"ALDH3A1",0.0811899221366644,0.110450117361981,0.462289396262048,8,28.1270866335507,1,"up"
"ALDH3A2",0.0694059047180476,0.0635364387428872,0.274666319182246,9,64.6489443269013,1,"up"
"ALDH3B1",-0.0320799674940753,0.0590612904147833,0.587016882029105,7,0,1,"down"
"ALDH3B2",0.00431813370325583,0.0812215602492233,0.957600545578534,3,68.6321408243603,1,"up"
"ALDH6A1",0.076535552278986,0.129561632619992,0.554703365833599,8,58.5965149160172,1,"up"
"ALDH7A1P1",-0.517914333276587,1.23133597417093,0.674038639332078,1,NA,1,"down"
"ALDH8A1",0.0418469336384636,0.0543389725156078,0.441235217510792,8,0,1,"up"
"ALDOAP1",NA,NA,1,0,NA,1,NA
"ALG10",0.118743066732164,0.22969050029965,0.605177195934382,5,74.0657871470916,1,"up"
"ALG10B",-0.018996217694251,0.0338330497591718,0.574477674670857,4,24.3804627153142,1,"down"
"ALG12",-0.0253825993568004,0.0710308553214815,0.720832719910895,9,36.4463915299886,1,"down"
"ALG13",0.0681820792961167,0.0655398580524064,0.298193706022953,4,0,1,"up"
"ALG14",-0.124008089009038,0.147749092599164,0.401292342659613,9,65.3735773390041,1,"down"
"ALG14-AS1",-2.04219080582403,1.74556814939494,0.242029540883059,2,0,1,"down"
"ALG1L",0.0944143419341547,0.0944358134084395,0.31742055210646,2,0,1,"up"
"ALG1L10P",-0.0826522902064486,0.12002053785465,0.491042778132046,1,NA,1,"down"
"ALG1L13P",1.5690221543244,3.48042296348703,0.652123867764707,1,NA,1,"up"
"ALG1L2",0.110503275518149,33.042249929864,0.997331637727773,2,0,1,"up"
"ALG1L3P",-0.0390904651678854,0.118208068967067,0.740877130223999,1,NA,1,"down"
"ALG1L8P",0.0111171603452815,0.0655595994081222,0.865345689203729,1,NA,1,"up"
"ALG1L9P",0.248992975613425,0.922914336088829,0.78732188579204,1,NA,1,"up"
"ALG2",-0.109178839338319,0.0998767100135616,0.274334038813886,9,57.0495790475219,1,"down"
"ALG3",-0.00561214088483586,0.0909186250091212,0.950780177469166,9,41.1378775731357,1,"down"
"ALG5",0.0437156569505773,0.0599633526261795,0.465977456437343,8,67.2657963085161,1,"up"
"ALG8",0.0303527300666603,0.0306721584675317,0.322376651888273,5,0,1,"up"
"ALG9",-0.0365415538308115,0.0448181344162865,0.414883641457527,8,1.5326661572542,1,"down"
"ALG9_1",0.316253093578695,4.27316226500743,0.941003107090352,1,NA,1,"up"
"ALG9_2",NA,NA,1,0,NA,1,NA
"ALK",-0.0269823591783793,0.043240719994622,0.532625308391453,6,0,1,"down"
"ALKAL1",0.0375491857481611,0.0834218939941304,0.652629769284592,1,NA,1,"up"
"ALKAL2",-1.35704385858557,1.51246760414115,0.369591773276002,2,80.0016815878246,1,"down"
"ALKBH1",-0.0143086395911229,0.026762395920567,0.592888681750478,6,0,1,"down"
"ALKBH2",0.0757548313704576,0.0649138460867636,0.243208049132346,6,5.83253238739094,1,"up"
"ALKBH3-AS1",0.917744781509591,5.90799784357532,0.876553763711599,1,NA,1,"up"
"ALKBH4",-0.0666836382356728,0.0659435584360137,0.311909744457113,7,67.6765403958753,1,"down"
"ALKBH5",0.0420633390401865,0.156499054894801,0.788101330173287,8,88.2690400624466,1,"up"
"ALKBH6",0.158056390133774,0.169549117371663,0.351224938383542,4,27.006039712391,1,"up"
"ALKBH7",-0.123660406139074,0.12078143637273,0.305912651665095,5,76.8547252550089,1,"down"
"ALLC",0.0362142628322746,0.0488729659286986,0.458700945139925,6,0,1,"up"
"ALMS1",0.0850653929174552,0.0931147722156178,0.360951132111148,6,8.10341248978074,1,"up"
"ALMS1-IT1",1.37139498599861,1.4444211985314,0.342395563983676,2,0,1,"up"
"ALMS1P",2.21087002302974,2.51580785179277,0.379514450696599,1,NA,1,"up"
"ALOX12B",-0.0757356543605297,0.0984253334206954,0.441612459794667,7,32.9032616092505,1,"down"
"ALOX12P1",2.56762318491422,26.653422770997,0.923255536331935,1,NA,1,"up"
"ALOX12P2",0.0818357639242096,0.102524912113564,0.424752292145096,2,0,1,"up"
"ALOX15B",0.0305727344488196,0.109362582971488,0.779819794765997,8,50.860093741924,1,"up"
"ALOX15P2",NA,NA,1,0,NA,1,NA
"ALOX5",0.0315027371916706,0.0345153514627725,0.361391566003571,3,0,1,"up"
"ALPG",-0.104399783490766,0.102293388162498,0.307447920846903,1,NA,1,"down"
"ALPK1",0.00909260132201381,0.1043701453591,0.930577085749637,6,64.3170838541225,1,"up"
"ALPK2",-0.151246018473978,0.232670363407813,0.515663676182273,6,82.7357709659991,1,"down"
"ALPL",-0.0819207067861967,0.121679761282897,0.50078926274496,8,68.6818482680883,1,"down"
"ALPP",-0.0741066217187018,0.0917117959690922,0.419068672381809,4,0,1,"down"
"ALPPL2",0.0223675531088678,0.0707725375910659,0.751965708935416,4,0,1,"up"
"ALS2CL",0.00748064274159182,0.00679621618988564,0.271024198187315,8,0,1,"up"
"ALS2CR11",2.27550021859388,5.62154259755137,0.685637635071759,1,NA,1,"up"
"ALX3",0.00226829698943669,0.036806096430222,0.95085884316202,6,0,1,"up"
"ALX4",-0.0695238832351979,0.071862227115345,0.333313759739856,7,26.9911610554568,1,"down"
"ALYREF",0.0822751297301216,0.102226749241932,0.42091792757256,5,70.7782285107661,1,"up"
"AMBP",-0.0198735027675419,0.0389114744254244,0.609535713606818,7,0,1,"down"
"AMD1",-0.101876184751596,0.10434984647163,0.328918527785949,8,73.4643424274157,1,"down"
"AMDHD1",-0.0551593385869235,0.0670029885006922,0.410373237476599,7,0,1,"down"
"AMELX",-0.0910763721958903,0.0714773434845584,0.202592837048545,1,NA,1,"down"
"AMELY",-0.0148658101489531,0.0466057864548015,0.74974987306222,5,0,1,"down"
"AMER1",0.0133753449639702,0.388916241345838,0.972565100802825,5,64.1678530322675,1,"up"
"AMER2",0.0483748089933293,0.0635982384853507,0.446877336242114,2,0,1,"up"
"AMER2-AS1",0,10,0.9999999999,1,NA,1,"down"
"AMER3",0.035545777238176,0.0711352855473758,0.617291529478959,2,0,1,"up"
"AMFR",0.0779614164034806,0.0910773312213341,0.39200251123265,8,78.9997495000055,1,"up"
"AMICA1",0.570509045572166,0.457004400755314,0.211896822140559,2,0,1,"up"
"AMIGO2",-0.0179662434145812,0.146813977138361,0.902602668108217,5,76.7856631068738,1,"down"
"AMIGO3",-0.112283022527828,0.421111929759653,0.789750491631265,4,43.3081377472399,1,"down"
"AMMECR1",-0.0258057344680498,0.0336188355913746,0.442726342550572,9,0,1,"down"
"AMMECR1L",-0.0381178489047442,0.0436881104828073,0.38293601130338,7,0,1,"down"
"AMN",0.00632453963931251,0.042672635582036,0.882176516387274,7,0,1,"up"
"AMN1",-0.0557509095302853,0.0434386482194378,0.199337880088183,5,0,1,"down"
"AMOTL1",0.0185016153546071,0.106567450733218,0.862168725729783,6,68.2346592589446,1,"up"
"AMOTL2",0.0102758187534297,0.088739306652361,0.907812773862421,7,33.0638995037032,1,"up"
"AMPD2",0.0796448126068422,0.0756770824265532,0.29260242739675,9,43.0890330164621,1,"up"
"AMPH",-0.0553238747475213,0.0881975355141383,0.530480729373895,8,33.0955997595081,1,"down"
"AMT",-0.0310012241948031,0.306199061349503,0.919355715546865,3,0,1,"down"
"AMTN",0,10,0.9999999999,1,NA,1,"down"
"AMY1A",0,10,0.9999999999,1,NA,1,"down"
"AMY1B",NA,NA,1,0,NA,1,NA
"AMY1C",0.535394582963452,9.19544674514252,0.953570299917966,1,NA,1,"up"
"AMY2A",0.0944070265608935,0.213822792060896,0.658836628374194,6,61.1681727906086,1,"up"
"AMY2B",0.100443445517018,0.26414944432429,0.70375810681389,4,0,1,"up"
"AMYP1",0,10,0.9999999999,1,NA,1,"down"
"AMZ1",0.055855348447973,0.0625443740528891,0.371829582142581,4,0,1,"up"
"AMZ2P1",-0.0637476460669087,0.060241340033614,0.289962303704848,3,0,1,"down"
"ANAPC1",0.00737900608949326,0.0439983959983593,0.866810801193594,8,31.6590940689554,1,"up"
"ANAPC10",0.025458098523505,0.103287977114251,0.80531309819473,5,7.4284086560152,1,"up"
"ANAPC11",0.0278925937365423,0.152324929345614,0.854709773198634,8,80.5842800902163,1,"up"
"ANAPC13",0.0133586960938545,0.0884878278386712,0.880002156076974,8,66.2542005732183,1,"up"
"ANAPC15",-0.00312643353398283,0.0139836787860211,0.823086206999164,4,0,1,"down"
"ANAPC1P1",-0.522066382782116,1.68720160132087,0.756996440115345,2,0,1,"down"
"ANAPC2",0.0320815643249057,0.028791466024035,0.265161921004155,9,13.9814298978098,1,"up"
"ANAPC4",0.00826653300682218,0.0648389950986052,0.898550030015562,8,20.1410455453267,1,"up"
"ANAPC5",0.0482758335489703,0.0415241333449113,0.244993041753573,9,42.2007298394573,1,"up"
"ANG",-0.113321497637205,0.109080407309721,0.298860360998711,10,40.7747086685124,1,"down"
"ANGEL1",-0.000569284641437878,0.00111609986640008,0.610005194554932,9,0,1,"down"
"ANGEL2",0.0725643622677434,0.0697864393825538,0.298430015162299,8,68.9375625770658,1,"up"
"ANGPT4",0.0651391623340797,0.0549083197931482,0.235493619043811,6,8.4097873999462,1,"up"
"ANGPTL2",0.216386152686143,0.188068324719051,0.249908348521887,8,75.2721153823296,1,"up"
"ANGPTL3",-0.106912290518772,0.11013308570667,0.33167008405077,6,60.691470041292,1,"down"
"ANGPTL4",-0.102506286607684,0.220986853953599,0.642750242695143,8,60.1961029972217,1,"down"
"ANGPTL5",-0.0830233919329373,0.0667044986177981,0.213262429833137,2,0,1,"down"
"ANGPTL8",-0.3962413546282,0.316592500026199,0.210722354779742,3,41.9795716950028,1,"down"
"ANHX",0.0753406987124041,0.089334472596476,0.399029777441713,1,NA,1,"up"
"ANK1",-0.00500694323328985,0.0919470815637671,0.956572964232788,10,75.32073127019,1,"down"
"ANK2",-0.090706174895481,0.286460026784219,0.751512881129393,3,83.3520129101255,1,"down"
"ANK3",0.0603898860308155,0.0970952530904333,0.533964632349292,9,75.5377388551134,1,"up"
"ANKDD1A",0.00983781033182285,0.0662461443824824,0.881945113914394,4,0,1,"up"
"ANKDD1B",0.259143123695008,0.661681809204915,0.695321927823408,5,0,1,"up"
"ANKEF1",0.0044006166424525,0.0283939862999179,0.876833845806586,9,0,1,"up"
"ANKFN1",0.227946164208067,0.351610604277699,0.516796434051715,3,44.2340892038153,1,"up"
"ANKFY1",-0.0675047557014147,0.0604754401368282,0.264321890593531,9,54.8974941179419,1,"down"
"ANKHD1",0.22481684741061,0.195686772694269,0.250613415075425,3,58.5737707194528,1,"up"
"ANKHD1-DT",0.00161538461538462,35.0568431925839,0.999963234269645,1,NA,1,"up"
"ANKIB1",0.0173843679561699,0.0432941676585041,0.688022120556995,9,28.2897704415507,1,"up"
"ANKK1",0.706514919651564,0.609716693942539,0.246554291511361,4,0,1,"up"
"ANKLE1",-0.0466924694822032,0.0583914554992293,0.423916169425719,5,0,1,"down"
"ANKLE2",0.0147981313209683,0.0889484389779311,0.867867731937437,4,81.4520018163649,1,"up"
"ANKMY1",0.0285603574963206,0.0303084086763992,0.346026504003068,6,5.8158304291845,1,"up"
"ANKMY2",-0.0337824883475908,0.0359960720818701,0.347985024009106,9,0,1,"down"
"ANKRA2",-0.00466774804967963,0.0565796368002602,0.934250130036695,9,42.6772867032856,1,"down"
"ANKRD1",-0.0203673094806506,0.274572803795323,0.940868611853681,6,44.0764287172755,1,"down"
"ANKRD12",0.0260120035168892,0.0399668268530092,0.515149874296546,8,29.3450415902412,1,"up"
"ANKRD13A",-0.0615019434171148,0.0688376788618311,0.371624641236506,9,57.9657214546055,1,"down"
"ANKRD13C",-0.0463653749068677,0.0396148572330467,0.24183855321803,9,30.3015370193696,1,"down"
"ANKRD13C-DT",-0.00969230769230769,0.0208013767337033,0.641254518126913,1,NA,1,"down"
"ANKRD13D",0.0322121650687077,0.0529392348950505,0.542872931401158,6,29.1083044530021,1,"up"
"ANKRD16",0.0733223061120356,0.100823826861279,0.467083889744473,5,22.0982753159377,1,"up"
"ANKRD18A",0.248993919046005,0.293221924679579,0.395789251640847,3,13.2468408430298,1,"up"
"ANKRD18A_1",0.350651065946493,62.7039435668157,0.995538117738459,1,NA,1,"up"
"ANKRD18A_2",0.269379234817183,0.881375991434788,0.759882669201992,1,NA,1,"up"
"ANKRD18CP",3.12673834282493,3.35042188303501,0.350697510787491,1,NA,1,"up"
"ANKRD18DP",0.564642117190662,7.28090347964137,0.938185136977736,1,NA,1,"up"
"ANKRD19P",-0.0206737297067079,0.0595722301859398,0.728564005621688,1,NA,1,"down"
"ANKRD2",-0.220550450726267,0.257807144439801,0.392282048683728,6,51.4100582999741,1,"down"
"ANKRD20A1",0.370716262112632,1.65314785492557,0.82256378888647,2,43.2784999267654,1,"up"
"ANKRD20A11P",-0.108133826733042,0.123396256680846,0.380859534801512,1,NA,1,"down"
"ANKRD20A12P",NA,NA,1,0,NA,1,NA
"ANKRD20A14P",1.39760771553717,1.65850863404508,0.399402153474244,1,NA,1,"up"
"ANKRD20A17P",NA,NA,1,0,NA,1,NA
"ANKRD20A18P",-0.0441474017470131,0.0869736918194656,0.611737473261827,1,NA,1,"down"
"ANKRD20A2",0.670808903880967,12.3798070315753,0.956787188336364,1,NA,1,"up"
"ANKRD20A2P",0,10,0.9999999999,1,NA,1,"down"
"ANKRD20A3",NA,NA,1,0,NA,1,NA
"ANKRD20A4",0.497068727864112,0.41425854264703,0.230178271363694,1,NA,1,"up"
"ANKRD20A5P",1.40261288158644,1.96554661804128,0.475474930483638,1,NA,1,"up"
"ANKRD20A7P",0.411875103097849,73.0025631152332,0.995498417750325,1,NA,1,"up"
"ANKRD20A8P",0.796568280542813,1.01564976506435,0.432867466977582,2,69.6323510531137,1,"up"
"ANKRD20A9P",0.840662869990446,2.49259657953932,0.735917962719997,1,NA,1,"up"
"ANKRD22",-0.00192534621282466,0.0112089564565701,0.863619490389115,8,0,1,"down"
"ANKRD23",0.457579003157633,0.706628222235782,0.517274307750714,4,88.2414332098627,1,"up"
"ANKRD26",-0.0185705104244992,0.109693670668175,0.86556517904398,7,78.5139270873581,1,"down"
"ANKRD26P1",NA,NA,1,0,NA,1,NA
"ANKRD26P2",1.19321059029411,2.82015470379053,0.672221491331018,1,NA,1,"up"
"ANKRD26P3",0,10,0.9999999999,1,NA,1,"down"
"ANKRD27",-0.0559828707430461,0.0537080164697286,0.297246679421596,8,40.4220163727231,1,"down"
"ANKRD29",-0.0131331823091961,0.131502760291275,0.920447523884355,6,0,1,"down"
"ANKRD30A",0.0392211611124491,0.310172014074521,0.899375955318222,1,NA,1,"up"
"ANKRD30B",0,10,0.9999999999,1,NA,1,"down"
"ANKRD30BP1",-0.0300319469085846,0.058375585218377,0.606929900582349,1,NA,1,"down"
"ANKRD30BP2",0,10,0.9999999999,1,NA,1,"down"
"ANKRD31",0.0613129514811676,0.0545250407873009,0.260804523301424,4,0,1,"up"
"ANKRD33",-0.0412995358510618,0.0710589485207972,0.561104956685494,5,0,1,"down"
"ANKRD33B",-0.190531672707785,0.192777001562103,0.322979937111924,9,80.5477312400785,1,"down"
"ANKRD33BP1",-0.00145454545454545,7.74620154428913,0.999850176974132,1,NA,1,"down"
"ANKRD33BP9",0.000625,13.3506614896852,0.999962647704707,1,NA,1,"up"
"ANKRD34A",-0.126068728294624,0.107209290350035,0.239629904198441,5,2.08252940672013,1,"down"
"ANKRD34C-AS1",-0.767517228060227,1.47979117253194,0.603993741496327,2,49.0209487422261,1,"down"
"ANKRD36",-0.175843976295704,0.221935718038432,0.428174459113891,3,42.1623153158552,1,"down"
"ANKRD36B",-0.789295698014676,0.77572263789716,0.308916910897816,4,80.3692139209327,1,"down"
"ANKRD36BP1",-0.00475202040654299,0.0832143536048396,0.95446093372779,1,NA,1,"down"
"ANKRD36BP2",0.11011604279057,0.0902788820215469,0.222566480485551,2,0,1,"up"
"ANKRD36C",-0.068801291465214,0.266749227889977,0.796464799345315,4,49.0438734345008,1,"down"
"ANKRD37",-0.161361672968706,0.149890774918058,0.281691015886101,4,46.1655826309774,1,"down"
"ANKRD39",0.181875063999084,0.190873589204263,0.340662984957289,5,72.1067648480503,1,"up"
"ANKRD40",0.0235703879139015,0.0850875091241442,0.781769747310592,9,64.2368882685501,1,"up"
"ANKRD40CL",0.0896238808778529,0.077956881018347,0.250284077776281,1,NA,1,"up"
"ANKRD42",-0.213537440937345,0.235113963371001,0.36375697328227,5,52.3585049170009,1,"down"
"ANKRD44",0.0313662263014926,0.0781067621638735,0.68799208871632,9,66.1955300583202,1,"up"
"ANKRD44-AS1",-0.0650950942414556,0.0676299052873588,0.335788774931477,2,64.2210413393003,1,"down"
"ANKRD44-IT1",-0.00108333333333333,6.50102691391681,0.999867040246362,1,NA,1,"down"
"ANKRD45",0.0166954753744087,0.0701478489615283,0.81187791737494,4,0,1,"up"
"ANKRD49",-0.00152306971067916,0.0522187094741514,0.976731299237582,8,42.8879195577833,1,"down"
"ANKRD50",-0.055516887284151,0.179358284534077,0.756917897017258,3,91.4576362770397,1,"down"
"ANKRD52",0.00606808148153501,0.0326583470033268,0.852597747818963,6,0,1,"up"
"ANKRD53",0.146302808267612,0.12592282055974,0.245298402929944,3,0,1,"up"
"ANKRD54",0.0373828218410695,0.0425567678845685,0.379714486062795,8,0,1,"up"
"ANKRD6",-0.0225074637411286,0.0608526458630061,0.711480633462419,9,0,1,"down"
"ANKRD62",0.00633963954237604,0.0731784110784721,0.930963513945282,1,NA,1,"up"
"ANKRD63",0.0225853490756067,0.11470213779082,0.843902395039594,3,0,1,"up"
"ANKRD65",0.0299511202496963,0.118371811066937,0.800248288919541,5,0,1,"up"
"ANKRD9",-0.00795211209991509,0.116201152975664,0.945440140752755,6,68.4788653048501,1,"down"
"ANKS1A",0.0438644306508658,0.0767327850150935,0.567557930283157,8,43.0115054395521,1,"up"
"ANKS1B",0.0826063256784868,0.0791228431729235,0.296473242408993,4,0.411974538079395,1,"up"
"ANKS3",0.0436589205022787,0.0709268572226027,0.538192550721505,8,38.3383438909993,1,"up"
"ANKS4B",0,10,0.9999999999,1,NA,1,"down"
"ANKUB1",0.0372741316216391,0.0419156603506553,0.373860652320713,2,0,1,"up"
"ANKZF1",0.0156973718331923,0.0159851725437353,0.326101931745702,9,0,1,"up"
"ANO1",-0.0451432043579319,0.0676197723213642,0.504386650389188,7,13.0844270650799,1,"down"
"ANO1-AS2",0.624108162882528,100,0.999956806968439,1,NA,1,"up"
"ANO10",-0.0230422923129713,0.099444884393728,0.816763903188021,10,73.2224435624735,1,"down"
"ANO2",-1.2431725820184,1.27812425550834,0.330725328736224,5,74.0505373952622,1,"down"
"ANO3",-0.0283132791476715,0.0700743010962161,0.6861784933989,5,0,1,"down"
"ANO4",-0.365184137154476,0.380157198560637,0.336746538128918,3,0,1,"down"
"ANO6",-0.0802698254125099,0.0981524454450174,0.413467002040269,6,81.8698020664926,1,"down"
"ANO7P1",NA,NA,1,0,NA,1,NA
"ANO8",0.0127589828938302,0.0688887037997398,0.853063118363586,4,0,1,"up"
"ANO9",0.0587368443744835,0.121110063511386,0.627685344530805,4,0,1,"up"
"ANOS1",-0.399222189322566,0.446604512698755,0.371372503804394,3,41.7385875618411,1,"down"
"ANP32A",0.0789339340591224,0.199971031212011,0.693044489442227,5,86.2764743001947,1,"up"
"ANP32AP1",-0.0553278934779697,0.150345684266131,0.71286985342693,3,0,1,"down"
"ANP32B",0.15143604447993,0.130837134853799,0.2470929170058,4,78.6381167059043,1,"up"
"ANP32BP1",1.03801375515373,2.48993716444635,0.67676361254684,1,NA,1,"up"
"ANP32C",-0.0954433472176914,0.129353958726249,0.460607819556902,1,NA,1,"down"
"ANP32D",-0.119276578843941,0.103758508582529,0.250325348683128,2,0,1,"down"
"ANP32E",0.0560229245853042,0.0886633994380403,0.52747785429249,4,20.6310361361271,1,"up"
"ANPEP",-0.0589710866552741,0.0735706442278869,0.422809088322794,8,0,1,"down"
"ANTKMT",-0.0459081601851399,0.0623157012924688,0.461303020179006,3,0,1,"down"
"ANTXR1",0.0158450834368816,0.16219360571384,0.922176546547236,8,76.5148616888689,1,"up"
"ANTXRLP1",NA,NA,1,0,NA,1,NA
"ANXA10",-0.0477360820686418,0.0654968426099658,0.466105487432924,5,0,1,"down"
"ANXA11",-0.00598374400703128,0.076771170226702,0.937873718836045,6,59.5016372820934,1,"down"
"ANXA13",0.0471933698176897,0.0706799075044337,0.504321536750912,5,14.3395794979837,1,"up"
"ANXA2",-0.0941589715752807,0.107081440619644,0.379227191321187,9,65.7667630713025,1,"down"
"ANXA2.1",-0.101080778295091,0.214162821924847,0.636940365628769,1,NA,1,"down"
"ANXA2P2",0.388855152539106,0.399745655440221,0.330674377038397,1,NA,1,"up"
"ANXA2R-AS1",-0.00214347742476222,0.0281646484165878,0.939335368562822,2,0,1,"down"
"ANXA2R-OT1",-0.0344554667112088,0.215966960046091,0.873243089297003,2,0,1,"down"
"ANXA4",0.127205899027075,0.131531278190402,0.333486445405361,8,72.3570003720396,1,"up"
"ANXA5",-0.00953327896905688,0.0797587196639638,0.904858262819965,8,62.7838545856527,1,"down"
"ANXA6",-0.0455355776907853,0.0361556447107754,0.207874319625544,8,3.0838603780549,1,"down"
"ANXA8L1",-0.0719924989226303,0.1253459218275,0.565730609643532,6,0,1,"down"
"ANXA9",0.0101262748514462,0.0417011322344605,0.808137300380027,8,0,1,"up"
"AOAH",-0.0629686339655637,0.0669027057431617,0.34660385235827,8,0,1,"down"
"AOAH-IT1",-0.00362218238177444,0.141129616935104,0.97952402764359,2,0,1,"down"
"AOC1",-0.0264979636964648,0.068019916075186,0.696860574001309,6,0,1,"down"
"AOC2",-0.112130034056745,0.101554199758104,0.269532497754161,6,0,1,"down"
"AOC4P",0.0210604158532606,0.113146965878318,0.852340244448518,1,NA,1,"up"
"AOX1",0.0695692944820369,0.124878706315111,0.577462569570998,6,47.1924567992965,1,"up"
"AOX3P",0,10,0.9999999999,1,NA,1,"down"
"AP000230.1",NA,NA,1,0,NA,1,NA
"AP000233.4",NA,NA,1,0,NA,1,NA
"AP000251.3",0,10,0.9999999999,1,NA,1,"down"
"AP000253.1",2.34588945548478,5.55166509633269,0.672619227077141,1,NA,1,"up"
"AP000275.64",0,10,0.9999999999,1,NA,1,"down"
"AP000275.65",1.04334665127963,1.08344713295231,0.335553515906932,1,NA,1,"up"
"AP000282.2",0,10,0.9999999999,1,NA,1,"down"
"AP000289.6",0,10,0.9999999999,1,NA,1,"down"
"AP000295.9",2.33811288652303,3.12874609718892,0.454882313472528,1,NA,1,"up"
"AP000302.58",1.32359542950209,3.91230741971143,0.735125215432725,1,NA,1,"up"
"AP000304.12",0,10,0.9999999999,1,NA,1,"down"
"AP000320.6",0,10,0.9999999999,1,NA,1,"down"
"AP000320.7",NA,NA,1,0,NA,1,NA
"AP000322.53",1.18498879525034,1.3834883789382,0.391708884697251,1,NA,1,"up"
"AP000330.8",NA,NA,1,0,NA,1,NA
"AP000344.3",3.32359731377627,3.10983536696412,0.285188021332416,1,NA,1,"up"
"AP000344.4",0.278857090146416,0.24653248869301,0.258005848038626,1,NA,1,"up"
"AP000345.1",0,10,0.9999999999,1,NA,1,"down"
"AP000347.2",2.3397313874772,2.03736712888497,0.250799630353389,1,NA,1,"up"
"AP000347.4",0.791338273889241,10.3258849839541,0.938912830208042,1,NA,1,"up"
"AP000350.10",NA,NA,1,0,NA,1,NA
"AP000350.4",2.5321255604892,3.44064017801067,0.461763528798507,1,NA,1,"up"
"AP000350.6",NA,NA,1,0,NA,1,NA
"AP000351.10",0.104713420095732,1.45962696499355,0.942808941822536,1,NA,1,"up"
