"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_SMOOTH_MUSCLE_CONTRACTION",0.998058252427184,1,0.262315510310341,0.483533154693894,8737,43,"MYL5,CALD1,CALM1,GUCY1A1,TPM4,VCL,TPM2,PXN,TRIM72,SORBS3,MYLK,MYH11,MYL9,ACTA2"
"REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER",0.998061545917131,1,0.248546527309593,0.431986655543312,8237,25,"UBC,POLE,XRCC1,POLD2,UBA52,RFC2,LIG3,RPA1,POLD4,POLE3,POLE4,RPS27A,RFC1"
"GOBP_ANDROGEN_METABOLIC_PROCESS",0.998063266623628,1,-0.210716533529765,-0.472896531976269,1545,30,"INHBA,HSD17B6,SRD5A2,HSD17B11,ESR1,SRD5A3,HSD17B2,SGPL1,AKR1D1,HSD17B3,HSD17B10"
"GOBP_METANEPHROS_MORPHOGENESIS",0.998063266623628,1,-0.209626494035433,-0.470450231783531,1545,30,"FRAS1,LGR4,LHX1,SOX9,FOXJ1,HES1,PKD2,LIF,AGTR2,SIX2,CALB1,BASP1,GREM1"
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",0.998078770413064,1,-0.210495805769624,-0.424771376218187,2077,17,"IL12A,CD160,IL12B,CRTAM,SLC22A13,KLHL22,HLA-DRB1,FBXO38,NECTIN2,PRKAA1,HSPD1,HRG,MR1,YWHAG,CD226,PVR,GSDME"
"GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS",0.998082454458293,1,-0.252647360129734,-0.635888788181262,1040,54,"ACTN3,PPARA,HTR2A,PRKAA2,TRIM63,FBP1,SLC4A4,SLC4A1"
"GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION",0.998091603053435,1,-0.259555032889053,-0.707952483632611,522,92,"LGI1,SLC1A1,ARHGAP44,SGCD,WASL,RALGAPA2,C1QL3,CEP72,WASHC5,ERBB4,GPC6,CACNG3,GPSM2,NPTX1,TNFAIP2,IQSEC2,RAPSN,VPS35,GHSR,GRIP2,CNIH3,ERBB2,OLFM1,CEP131,RALB,GRIP1"
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS",0.998107180882527,1,0.239416523149513,0.425472112997339,8436,30,"PMAIP1,YWHAE,YWHAZ,BBC3,YWHAH,TP53BP2,SFN,BCL2L11,AKT3,YWHAG,TP53,E2F1,BID"
"REACTOME_GASTRULATION",0.998137802607076,1,0.289324812306547,0.576306964398641,9647,119,"NOTO,SEM1,ZIC1,DLL1,PSMC1,PSMD11,ADRM1,PSMC4,TBPL2,ZEB2,YAP1,FOXC1,CREBBP,PSMC5,PSMD14,PSMC3,FGFR1,KAT2A,TCF7L1,PSMD1,PSMD8,RBPJ,PSMC2,CTNNB1,PSMD3,PSMC6,PSMB7,PSMB6,PSMD7,FOXA1,PSMA7,PSMA3,PSMA2,FGF4,PSMB4,TEAD4,PSMD2,PSMB1,PSMB3,PSMD12,PSMD13,TCF7L2,WNT3A,PSMB2,SNAI1,SNW1,ZNF521,TEAD2,OCLN"
"KEGG_PRION_DISEASES",0.99813823597859,1,0.254293330825655,0.458815551275798,8577,35,"C7,CCL5,ELK1,HSPA1A,LAMC1,STIP1,MAPK3,EGR1,FYN,SOD1,PRKACB"
"REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1",0.99813829787234,1,0.224303005371985,0.354796300389612,7505,11,"FGFR1,FGF9,FGF4,FGF5,FGF17"
"GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.998149005090236,1,-0.20653141095395,-0.4126677394753,2156,16,"TRAF3,IRF7,RAB11FIP2"
"GOBP_VASCULAR_ENDOTHELIAL_CELL_RESPONSE_TO_LAMINAR_FLUID_SHEAR_STRESS",0.9981556621173,1,0.22991713240567,0.394575853865668,8117,22,"ADCY1,GNAS,PRKAR2A,PRKAR1A,PRKAR2B,ADCY8,PRKACB"
"GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION",0.99815625720212,1,0.256122066547463,0.466939704130686,8661,39,"MIR146A,IL6R,RORA,NDRG2,SARS1,TGFB1"
"GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS",0.99815668202765,1,-0.241831832577181,-0.606058989627982,1082,52,"THY1,TRAK2,SEMA3G,SLIT1,SEMA4F,MCF2,PTEN,WNT5A,EPHA7,SEMA6C,TRIM46,EFNB3,DCC,RYK,DIP2B,MAP2,CDH1"
"GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM",0.998162162162162,1,0.269735387128164,0.518583513681556,9232,68,"LCN2,SOX8,ADAMTS12,FKBPL,AGT,GDNF,EGF,TGFB1,PDGFA,FGFR1,SIRT6,FGF7,FGF10,CTNNB1,MDK"
"REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS",0.998162215143347,1,0.23216473266672,0.399939876444399,8146,23,"UBC,ATP6V1H,UBA52,MAPK3,KPNB1,SFPQ,ENO1,RAB7A,TRIM27,NOS2,RAB5A,RPS27A,HGS"
"GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS",0.998170412963931,1,0.225239728245809,0.362238913770578,7637,13,"GDNF,CTNNB1"
"GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH",0.998170412963931,1,0.225556392680231,0.362748185299397,7637,13,"RACK1,FOXO3"
"GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS",0.998170412963931,1,0.225964092541083,0.363403863389092,7637,13,"CC2D1A,NLGN2,MECP2"
"GOBP_NUCLEAR_EXPORT",0.998176476547462,1,0.299687927489119,0.606442841390303,9852,180,"POM121B,ZC3H11A,PABPN1,SEM1,POM121,TPR,RANBP2,AKAP8L,NUTF2,GSK3B,YWHAE,THOC2,DHX9,CCHCR1,TGFB1,RGPD4,ATXN1,XPOT,ANP32B,RANGAP1,UPF1,SIRT6,NOP9,NUP98,SDAD1,RBM8A,LZTS2,THOC3,DDX19A,DDX39A,PTPN11,EIF4ENIF1,RBM33,NPM1,EIF6,HNRNPA1,RGPD2,RGPD3,NXF1,SETD2,YTHDC1,RBM22,BARD1,LTV1,NUP93,NUP214,KHDRBS1,LUZP4,ALYREF,POM121C,CHTOP,C12orf50,SMG7,SFN,SSB,FYTTD1,ERH,ZC3H11B,NRDE2,EMD,CPSF6,NUP85,CETN2,CASC3,DDX39B,PARK7,POLDIP3,LSG1,NXF5,SMURF1,NUP42,RANBP1,NEAT1,CETN3,XPO6,NOL6,XPO5,HNRNPA2B1,SRSF3,THOC6,CHP1,PTPN14,ALKBH5,HDAC3,CDKN2A,HSPA9,BAG3,FAM76B,SARNP,RANBP3,NUP62"
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS",0.99818269929731,1,0.247470423743162,0.430116332164776,8238,25,"TECR,ACSL6,DGAT2,DGAT1,ELOVL3,ACSBG2,ACSL1,FAR2,ACSL4,HACD1,ELOVL2,ACSF3,ELOVL1,ELOVL6"
"GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY",0.99819657348963,1,0.26418361426443,0.492528197817033,8855,49,"SEMA4C,PLXNB1,SEMA3D,GDNF,PLXND1,NRP2,SEMA4D,HAND2,PLXNA4,ARHGDIA,EDNRA,SEMA5A"
"GOBP_L_ARGININE_TRANSMEMBRANE_TRANSPORT",0.99820259340095,1,0.225428458613652,0.368604110069783,7774,15,"SLC7A6,SLC66A1,CLN3,SLC7A1"
"REACTOME_FGFR2_ALTERNATIVE_SPLICING",0.998204667863555,1,-0.19937917860554,-0.438553096640891,1667,27,"POLR2L,ESRP1,NCBP2,ESRP2,POLR2D,POLR2I,POLR2B,POLR2F,NCBP1,POLR2J,POLR2G,POLR2K,POLR2H,POLR2E,GTF2F2,PTBP1,HNRNPF,TIAL1,POLR2C,RBFOX2,FGFR2,TIA1,HNRNPM,HNRNPA1,HNRNPH1,GTF2F1,POLR2A"
"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS",0.998209810239885,1,0.255258769296213,0.449130772516059,8363,28,"SV2B,CALM1,MAP2K3,HSP90AB1,HSP90AA1,MAP2K7,PDCD6IP,CD9,FURIN,STX1B,VAMP2,VAMP1,SV2C"
"GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS",0.998212689901698,1,-0.239702281826435,-0.596760847993576,1116,50,"PAQR3,P2RY1,CD244,ERLIN2,CYP7A1,GPR146,LHCGR"
"REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS",0.998214513454917,1,0.230239144943328,0.37988179001046,7826,16,"SFTPA2"
"GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS",0.998214513454917,1,0.230703093557357,0.380647279432397,7826,16,"PSEN2,TGFB1"
"GOBP_REGULATION_OF_MICROVILLUS_ORGANIZATION",0.998214513454917,1,0.23033109395796,0.380033500773096,7826,16,"ATP8B1,TWF2,FSCN1,USH1C,TNIK"
"REACTOME_MET_ACTIVATES_PTK2_SIGNALING",0.998225482077369,1,0.23891914899599,0.424588218981731,8437,30,"COL24A1,COL3A1,COL5A3,COL27A1,COL5A1,LAMC1"
"GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT",0.998230088495575,1,-0.243310767027613,-0.602460161337876,1127,49,"MRLN,PLN,CAV3,CRHR1,STC1,PPP3CB,SLN,BCL2,SEMG1,TLR9,MCUB,CACNA1F,HES1,PPP3R1"
"GOBP_OVULATION_CYCLE_PROCESS",0.998230088495575,1,-0.24074777514157,-0.596113954287376,1127,49,"PTX3,INHBA,CGA,FSHB,EREG,LHCGR,FSHR,MMP19,AMH,SLIT3,ESR1,NRIP1,NPY5R"
"GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL",0.998234047562986,1,0.243382546455949,0.435176224663896,8478,32,"CEMIP,CAPN3,CXCL9,PLCG1,CXCL11,CX3CL1,GSTO1,DRD1"
"KEGG_ECM_RECEPTOR_INTERACTION",0.998242530755712,1,-0.24793477071128,-0.663805290976947,567,84,"ITGB6,ITGA1,SDC4,COL4A6,TNC,TNXB,COL5A2,LAMC2,ITGB8,FN1,COL6A3,ITGB3,VWF,LAMB3,ITGAV,VTN,SDC3,COL11A1"
"GOBP_CARDIAC_CELL_DEVELOPMENT",0.998242530755712,1,-0.253815232322281,-0.679549276863118,567,84,"MYL2,PPARA,MYLK3,RGS4,CAV3,MYH10,MYH6,INHBA,FOXP1,SGCD,SORBS2,ALPK3,COL14A1,PROX1,ALPK2,FHL2"
"GOBP_PRENYLATION",0.998271276595745,1,0.221392068673116,0.350191861096815,7506,11,"MUSK,FNTB,RABGGTA"
"GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION",0.99827245804541,1,0.23195511410662,0.395689287334081,8089,21,"MYOG,MEGF10,NDC80"
"REACTOME_HIV_TRANSCRIPTION_ELONGATION",0.998286693318104,1,0.260675659120857,0.480510373395368,8739,43,"SUPT5H,CDK9,POLR2A,GTF2F1,SUPT4H1,SSRP1,NELFE,NELFCD,CTDP1,CDK7,SUPT16H"
"REACTOME_KIDNEY_DEVELOPMENT",0.998297872340426,1,-0.234492723273852,-0.574520115835677,1172,46,"EMX2,NPNT,PCDH19,FOXC2,HOXB4,WFDC2,HOXA11,LHX1,POU3F3,IRX2,FGF2,LFNG"
"GOBP_SALIVA_SECRETION",0.998297872340426,1,-0.197920218206614,-0.382693049138418,2345,13,"OPRK1,AQP1,CHRM1,TIFAB,CHRM3,KCNN4,SLC4A9,NEUROG1,NKX2-3,AQP5,PPP3CA,FGF10,NEGR1"
"GOBP_RNA_SPLICING",0.9983,1,0.343046208536325,0.704519110773471,9982,470,"CELF3,AHNAK2,RBM44,CIRBP,U2AF1,PIK3R1,SRRM1,CELF6,SRRM2,RBM3,SMN2,CENATAC,FUS,UPF3A,PNN,TCERG1,GPATCH8,HNRNPR,LGALS3,NCL,GPATCH1,RBM14,FRG1,CWC22,SF3A2,ISY1,PRPF40A,DDX46,AKAP8L,SF3B1,RBMX,RBFOX1,CLK1,UPF3B,CDK11B,SNRNP70,CIR1,RBM25,RBMXL3,RNF113B,PPIG,SNRNP200,POLR2A,BUD31,THOC2,HNRNPA3,DHX9,THRAP3,WBP11,ARGLU1,PQBP1,CDK11A,RBM6,LUC7L,HSPA1A,SCAF1,ILDR2,AHNAK,SF3B2,CLK3,HNRNPK,CD2BP2,SUPT6H,NONO,RNPS1,PRPF40B,ACIN1,TRRAP,ZMAT2,HNRNPUL1,RBM23,SUGP1,PTBP2,SF1,SYNCRIP,UPF1,SGF29,KAT2A,PDCD7,USP22,IK,RBM39,XAB2,ZBTB8OS,NUP98,PRX,IVNS1ABP,NOL3,DHX15,RBM8A,SRSF2,LUC7L3,SART1,THOC3,SFSWAP,FAM50A,CELF1,ZNF326,RBM17,DDX39A,HNRNPL,AFF2,EXOSC10,PRPF6,HNRNPU,SRSF11,PRPF8,HNRNPA1L2,CLK2,RTCB,TRA2B,NSRP1,NPM1,HNRNPH1,PUS7,CLK4,HNRNPA1,DDX41,SMN1,PRPF18,PRMT1,YTHDC1,RBM22,DDX42,DHX38,RBM12,SF3B5,YJU2,RBM42,KHDRBS1,SRSF4,CELF2,PUF60,SNRPB2,DAZAP1,PSME3IP1,PRMT5,ALYREF,SAP30BP,SNRNP40,TAF10,SNRPA,DDX47,RSRP1,RBM5,CCNL2,HNRNPH3,ILDR1,SNRNP35,SLC38A2,ANGEL2,DHX16,SNRPA1,NRDE2,SRSF7,HNRNPUL2,RBM20,SUGP2,SRSF10,DDX23,SON,HNRNPM,SF3B4,DHX8,REST,CASC3,ZNF830,ZBTB7A,DHX35,DDX39B,TAF6L,ILF3,SREK1,PRPF31,SART3,SNRPF,SRPK2,LSM7,RNF113A,WDR77,SRPK3,PPP1R9B,TIA1,ARL6IP4,FASTK,RBM19,SFPQ,CCNL1,RRP1B,ZCRB1,PRDX6,LUC7L2,YBX1,NOVA2,SNRPB,ATXN7L3,RBM41,SNW1,SCAF11,RBM7"
"GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE",0.998328690807799,1,-0.204236160851325,-0.439634971308576,1791,24,"NMBR,TLX3,NLGN3,GLRA1,MTG2,GSX2,PHOX2B,ADORA1,PHOX2A,GRP,MTG1,ATP1A2,NMB,TSHZ3,PBX3,PASK,NTSR1,GLS,NR4A2,GRPR,MECP2,FTO,NLGN2,CC2D1A"
"GOBP_RESPONSE_TO_SALT",0.998328690807799,1,-0.203110610866673,-0.437212133290342,1791,24,"RNLS,EDNRB,ALPL,FGF23,COMT,RUNX2,XPO1,EDN1,ABCC6,NEFL,SLC26A5,ZC3H12A,SLC12A3,HSF1,PHEX,NPR2,NFE2L2,MAPK13,DAB2,HNRNPD,HNRNPA1,DAXX,FGFR1,TGFB1"
"GOBP_TERMINATION_OF_RNA_POLYMERASE_I_TRANSCRIPTION",0.998342048208137,1,0.227287025780908,0.375010957502719,7827,16,"POLR1H,POLR1A,POLR1G,POLR1B,CAVIN1"
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX",0.998343783272211,1,0.234411687795437,0.416577915365153,8438,30,"UBC,POLE,USP1,POLD2,UBA52,RFC2,RBX1,RPA1,POLD4,RAD18,POLE3,POLE4,RPS27A,RFC1,DTL,POLD1,RPA2"
"GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY",0.998343783272211,1,0.234312671866827,0.416401952086546,8438,30,"CALCA,P2RY11,GNAS,EDNRA"
"GOBP_REGULATION_OF_MACROPHAGE_CHEMOTAXIS",0.998343783272211,1,0.235620536122487,0.418726185021889,8438,30,"MMP28,RARRES2,CCL5,THBS1,CYP19A1,MDK,CMKLR1,IL34,MAPK3"
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",0.998351777725453,1,0.239598424240539,0.428410086157465,8479,32,"TICRR,BORA,SGO1,CDK1,CDC25B"
"GOBP_MESENCHYME_MORPHOGENESIS",0.998356344510191,1,0.265162690187061,0.505321340689258,9110,62,"TMEM100,DCHS1,TGFB1,FOXC1,ROBO2,TBX3,FGFR1,BMP2,MDM2,ACTC1,TGFBR1,WNT11,GATA5,RBPJ,ACTA2,BMP5,TAF10,HEY2,SNAI2,TGFB2,BMP7,WNT3A,SNAI1"
"GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE",0.998358585858586,1,0.226129085091742,0.375940471226544,7906,17,"AMOT,CLN3,AGAP1,ABL1,PRMT8,CYFIP1,BAIAP2,RHOA,CAMKV"
"GOBP_REGULATION_OF_NEUROBLAST_PROLIFERATION",0.99836161497952,1,0.243528212100978,0.437343035962976,8530,33,"PTN,TGFB1,DMRTA2,CTNNA1,KDM1A,GLI3,SMARCD3,CX3CL1,CTNNB1,VEGFC"
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS",0.998369565217391,1,0.269262596257913,0.516027758096266,9184,66,"CHAC1,TRIB3,ITPR1,APP,PMAIP1,SYVN1,HSPA1A,BAG6,SERINC3,CASP4,RNF183,BBC3,QRICH1,GRINA,PML,CEBPB,NCK2,CREB3,BCL2L11,ATF4,PARK7"
"GOBP_REGULATION_OF_MONOCYTE_DIFFERENTIATION",0.998379860418744,1,0.227039663866713,0.383326703633649,8010,19,"GPR68,ZFP36L1,ACIN1"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL",0.998388396454472,1,-0.203020591845084,-0.381617810699945,2477,11,"AHR,CEACAM1,IL4I1,CD274,HAVCR2,UFL1,PDCD1,LAG3,MAPK3,USP5,TGFB1"
"GOBP_RESPONSE_TO_PHORBOL_13_ACETATE_12_MYRISTATE",0.998388396454472,1,-0.200938376941535,-0.377703871302579,2477,11,"FBP1,CYBA,INHBB,CDK4"
"GOBP_MICROAUTOPHAGY",0.998401573834993,1,0.22776153345047,0.390876489275302,8119,22,"SNX7,ATG9A,ULK1,SNX30,ATG13,ATG4B,ATG4A"
"GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS",0.998413202158045,1,0.283373539439608,0.554025883139185,9437,88,"PNLIPRP3,ADIPOQ,APOC1,CES3,ABCG1,APOE,AGT,APOH,ABCC8,HNRNPK,PLA2G7,PLA2G5,PLA2G2A,LDLRAP1,CNPY2,AGTR1,ABCA1,HMOX1,ABCA7,LDLR"
"GOBP_TORC2_SIGNALING",0.998415986353113,1,0.227628877967576,0.393825377356567,8193,24,"TBK1,GSK3B,RICTOR"
"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.998422547060679,1,0.291362886192537,0.572343814488741,9493,94,"CALHM6,KLRC3,KLRC4,KLRC4-KLRK1,KLRK1,LEP,PIK3R1"
"GOBP_EXECUTION_PHASE_OF_APOPTOSIS",0.998422712933754,1,-0.240057382844716,-0.63699178159244,632,78,"XKR9,HTR2A,PTGIS,CASP8,APAF1,FASLG,ENDOG,TRPC5,DFFA,TOP2A,DNASE2B,BLVRA"
"GOBP_PANCREAS_DEVELOPMENT",0.998422712933754,1,-0.246271449378447,-0.653480794616528,632,78,"CCDC39,ONECUT2,PROX1,GIPR,WNT5A,IHH,RFX3,ZIC3,NKX6-2,ISL1,PAX6,NPHP3,INSR,INSM1,GDF11,SOX9,ONECUT1,HES1,WLS,NEUROD1,IL6,ZNF808,NKX2-2"
"GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING",0.998422712933754,1,-0.253711698657334,-0.67322348108377,632,78,"GPR137C,CASTOR1,PIM1,SYK,MAT2A,FNIP2,STAMBPL1,PIK3CA,LIN28A,GPR155,SHQ1,GOLPH3,LAMTOR4,RRAGD,F7,LAMTOR3"
"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION",0.998425006057669,1,0.245405359259831,0.42652714381726,8240,25,"APP,HMGB1,NFKBIA,TRIM25,RELA,NFKBIB"
"GOBP_LIPOPROTEIN_LOCALIZATION",0.998425006057669,1,0.245219926861445,0.42620485276586,8240,25,"APOE,VMP1,PGRMC1,LRP1,PREB,PPARG,APOB,MIA3,ZDHHC3"
"REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION",0.998432223830198,1,0.238282240449319,0.415996784576487,8278,26,"APP,HSP90AB1,RELA,HMOX1,NFKB1,GSDMD,TXNIP,IL1A,P2RX7,TXN,CASP1"
"GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS",0.998432223830198,1,0.237486300743509,0.414607220848576,8278,26,"ITPR1,TUNAR,THADA,RAP1GDS1,GRINA,CCDC47,PML,TGM2,ATP2A1"
"GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY",0.998432223830198,1,0.237125518476518,0.413977361641623,8278,26,"APP,RAB8A,CAMK2B,SYNGAP1,KRAS"
"GOBP_ATF6_MEDIATED_UNFOLDED_PROTEIN_RESPONSE",0.99843321582452,1,-0.199911362629121,-0.369504826409174,2548,10,"HSPA5,ATF6,MANF,XBP1,MBTPS2,WFS1,DDIT3,MBTPS1,CREBZF,ATF6B"
"GOBP_INNER_CELL_MASS_CELL_PROLIFERATION",0.998459365772243,1,0.222072286744009,0.363116343561247,7776,15,"GINS1,INTS1,TAF8,CHEK1,GINS4,PELO"
"GOBP_BRANCH_ELONGATION_OF_AN_EPITHELIUM",0.998469387755102,1,-0.202093919448897,-0.418154660491647,1956,20,"WNT5A,HOXD13,ESR1,SOX9,SIX1,HNF1B,TFAP2C,SHH,BMP4,RDH10,MED1,FGF1,SIX4,AREG,SPRY1,FGFR2,SPRY2,FGF10,TGFB1,YAP1"
"GOBP_IMMATURE_B_CELL_DIFFERENTIATION",0.998469582961357,1,0.226606439363362,0.373888027748017,7828,16,"SYVN1,IRF2BP2,TNFSF13B,ATM,ABL1"
"GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT",0.998470948012232,1,-0.216737647319931,-0.518863121563661,1305,40,"SLC25A41,SLC17A9,SLC25A16,SLC25A47,LRRC8D,SLC29A2,SLC25A31,SLC25A4,LRRC8B,SLC22A2,SLC46A2,SLC28A2,SLC25A5,SLC25A23,SLC22A1,AQP9,SLC25A42,SLC29A3"
"REACTOME_RHOG_GTPASE_CYCLE",0.998484848484849,1,-0.246177535738761,-0.64538481708223,658,74,"DOCK3,GARRE1,MPP7,TFRC,ARHGEF26,DSG2,MCF2,ERBIN,PLD1,VRK2,ARHGAP5,VAMP3,OPHN1,LMAN1,STBD1,DOCK4,MCF2L"
"GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER",0.99849327770051,1,0.254193000626641,0.46112777603005,8614,37,"NAGLU,TJP1,SLC12A2,ZEB2,DMD,ACTB,VCL,CLDN5,ABCC8,CDH5,CD2AP,LAMC1"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.998501391564975,1,0.275326005195728,0.532637333731175,9327,74,"CBS,TRIB3,SCD,LGALS3,MVK,FASN,NFIL3,TP53INP1,ATF3,CHKA,ACAT2,CTNNB1,LDLR,STX5,PMVK,CPEB2,ACTG1,CD9,GUSB,S100A11,ERRFI1,PPARG,PNRC1"
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION",0.998501712328767,1,0.279912610669702,0.542007816492125,9329,75,"CDKN1A,TICRR,TAOK2,CDK1,MACROH2A1,INIP,NOP53,RFPL1,TAOK3,GTPBP4,CDC6,HUS1B,BLM,BARD1,NABP2,CDC14B,ATM,RBBP8,ZNF830,CHEK1,CHFR,TOPBP1,RAD50,ATR,RAD17,CDK5RAP3,MBTPS1,SYF2,BRSK1"
"GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY",0.998518048057584,1,0.280158755334817,0.54741965867951,9432,86,"MIR146A,CCN2,LRIT3,SPRY3,OFD1,APLN,FGFR1,FGFBP3,FGF7,FGF9,PRKD2,FGF10,SOS1,THBS1,PRDM14,GPC1,PTPN11,FGF12,CTNNB1"
"GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY",0.99852452969384,1,0.22564467190003,0.387243604483113,8120,22,"TREX1,ISG15,EIF4E2,GIGYF2,MUL1"
"REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1",0.998529772114678,1,0.226650879729977,0.390441406814995,8149,23,"UBC,TICAM2,UBA52,UBE2V1,RIPK3"
"GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT",0.998534220317961,1,0.261853350203296,0.48755122504124,8855,48,"FKBP1C,STRIT1,METTL21C,HRC,RYR1,CALM1,DMD"
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES",0.998544395924309,1,-0.219694942962572,-0.515878572745823,1371,37,"HLA-DPB1"
"GOBP_PROTEIN_NEDDYLATION",0.998546159437848,1,0.244980052605984,0.425787938965096,8241,25,"TRIM40,COPS9,UBE2M,COPS6,HIF1A"
"GOBP_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT",0.998554343540544,1,0.210286452197384,0.335542323549016,7597,12,"CRY2,SLC17A8,CEBPB,ATF4"
"GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION",0.998559077809798,1,-0.206720306066216,-0.41715258210937,2078,17,"ADRB2,CALCOCO2,TMEM39A,ATG5"
"GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS",0.998559596687072,1,0.234491817550483,0.411086169100144,8318,27,"ADIPOQ,CCL5,APOH,THRA,MEF2C"
"GOBP_MATERNAL_PLACENTA_DEVELOPMENT",0.998563218390805,1,-0.21365003401333,-0.497871902271604,1389,36,"PTGIS,PTGS2,STC1,GHSR,PRDX3,PRDM1,CTSB,TCF23,LIF,NDP"
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION",0.998563218390805,1,-0.215487746301228,-0.502154350981848,1389,36,"KCNK2,PIM1,ERBB4,NRG1,ZFPM2,MAPK14,TBX20,FGF2,WNT2,BMPR1A"
"GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",0.998563218390805,1,-0.216769334918472,-0.505140856299966,1389,36,"MED28,CTH,EREG,RCAN1,HEY1"
"REACTOME_NON_CANONICAL_INFLAMMASOME_ACTIVATION",0.998576236085944,1,0.214615816752685,0.348309328680778,7714,14,"CALM1,CASP5,CASP4,GSDMD,CALM2"
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",0.998579545454545,1,-0.201561955566323,-0.46840186779947,1405,35,"DNAJC6,TXNDC5,AP4S1"
"REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS",0.998579545454545,1,-0.186501978981848,-0.433404583012445,1405,35,"SLC4A4,SLC4A1,SLC26A3,SLC4A3,SLC5A5,SLC34A1,SLC12A1,SLC26A1,SLC17A1,SLC26A6,SLC26A2,SLC13A1,SLC4A8,SLC12A5,SLC12A6,SLC34A2,SLC34A3,SLC4A5,SLC4A2,SLC4A9,SLC12A3,SLC20A2,SLC5A8,SLC13A4,SLC26A7,SLC4A10,SLC12A4,SLC20A1,SLC4A7,SLC26A9,SLC26A4,AHCYL2,SLC26A11,SLC12A7,SLC12A2"
