"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0.680113569147048,1,0.502526862132969,0.893051001898119,5748,30,"FAIM2,SERPINE1,GSK3B,GPX1,RFFL,HMOX1,FAIM,BMP5,ARHGEF2,GRINA,TMBIM1,HMGB2,PARK7,SFRP2,BCL2L1,DDX3X,FGB"
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.680124223602484,1,-0.344947900305782,-0.914574863403827,437,77,"COX8C,FXYD2,MYL3,MYL2,ATP1B4,TNNC1,MYH6,ATP1B1,ATP2A2,CACNG6"
"GOBP_REGULATION_OF_STEROID_HORMONE_SECRETION",0.680205949656751,1,-0.394416443043149,-0.856018686382663,1188,25,"CRH,CRHR1,C1QTNF1,TAC1,NKX3-1,KCNK9"
"GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0.680483592400691,1,-0.364694288071342,-0.896492288861033,787,47,"IL27,CCL19,ANXA1,BCL6,CD86,IRF4,IL2,TBX21,BATF,CD80,PRKCZ,SOCS5,HLA-DRA,IL12RB1,GPR65,IL12B,MALT1,TNFSF4,IL18"
"GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR",0.68059558117195,1,-0.415382199006863,-0.838223202042269,1416,17,"CRH"
"GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",0.680829015544041,1,-0.35507121081646,-0.90225409503226,656,57,"IFI6,PRKN,FZD9,HRK,BCL2L10,TNFSF10,GZMK,FAM162A,PPIF,SMAD3,CLU,PINK1,BCL2"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS",0.680863342566944,1,0.494131585453245,0.898157850866085,5898,38,"LEP,PIK3R1,PRKCD,ZIC1,TPR,TRIM28,JUP,TGFB1,CDK1,HSP90AA1,EFCAB7,GLI3,PIK3R2,RBM22"
"REACTOME_P2Y_RECEPTORS",0.68115336397827,1,-0.435001044595419,-0.82735795987138,1629,12,"P2RY1,P2RY2"
"REACTOME_DS_GAG_BIOSYNTHESIS",0.681571249477643,1,-0.434535524105079,-0.826472554909826,1630,12,"UST,NCAN,VCAN,BCAN,BGN"
"GOBP_POSITIVE_REGULATION_OF_MYOTUBE_DIFFERENTIATION",0.681702127659574,1,-0.426972914025921,-0.825582994242244,1601,13,"CYP26B1,CAV3"
"GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING",0.681706890521161,1,0.496516933538947,0.893973415352235,5846,34,"RBMX,SNRNP200,HNRNPK,RNPS1,ACIN1,SFSWAP,PRPF8,NPM1,BARD1,RBM42,SRSF4,SRSF7,RBM20,SRSF10,SNRPF,SNRPB,SRSF12"
"GOBP_BONE_MATURATION",0.681910935061817,1,0.50854241428437,0.891522591691684,5680,27,"GH1,CCDC154,LEP,ADAMTS12,PLXNB1,DCHS1,RYR1,IGF1,SEMA4D,BMP2"
"GOBP_MITOCHONDRIAL_TRANSPORT",0.682242990654206,1,-0.341200044472266,-0.924378101580843,364,90,"ARHGAP11B,PRKN,UCP3,FZD9,SLC25A40,ACAA2,BNIP3L,THEM4,MPC2,RHOT1,ALKBH7,CPT2,SLC25A39,MTX2,CPT1B,NPTX1,TMEM14C,SIVA1,PPIF,PINK1,SLC25A15,VPS35,BCL2,CAMK2A,SLC25A31"
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_CLASSICAL_NONHOMOLOGOUS_END_JOINING",0.682334508421465,1,-0.442199140478739,-0.817335815693554,1741,10,"LIG4,ERCC6L2,ERCC6"
"GOBP_INNER_CELL_MASS_CELL_DIFFERENTIATION",0.682334508421465,1,-0.442500506651023,-0.817892843836981,1741,10,"SOX17,TET1,CTR9,LATS1,HNF1B,LATS2,TFAP2C"
"GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS",0.682334508421465,1,-0.442523574718568,-0.817935481544923,1741,10,"PRLH,RMI1,CNTN2,FABP1"
"GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEOLUS",0.682349848863188,1,0.55833419140074,0.890902623263694,5191,12,"TERT,CACNB4,COPS9,MCRS1,NPM1,POLR1A"
"GOBP_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS",0.682578143930216,1,0.513517134837137,0.892519207746406,5633,25,"TMEM102,KLRC4-KLRK1,KLRK1"
"GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING",0.683013144590495,1,-0.407991709273018,-0.836423868655232,1350,19,"SHISA6,SSH1,SLITRK3,NRXN1,NLGN1,CHRDL1,ZDHHC2"
"GOBP_MUCUS_SECRETION",0.683022571148185,1,-0.412154577827287,-0.837358918075459,1391,18,"P2RY2,MUC2,VAMP3,CYBA,ALOX12B,ATG5,HTR4,ANO1,AGR2,SCNN1B,ADORA1"
"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE",0.683151035606237,1,0.49331939516043,0.89008472817857,5870,35,"NLRP7,MIR146A"
"GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_COMMUNICATION",0.684003925417076,1,-0.411510093055796,-0.836049542661467,1393,18,"KCNE5"
"GOBP_POSITIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION",0.684003925417076,1,-0.411526254762199,-0.83608237779109,1393,18,"CRH"
"GOBP_BLASTODERM_SEGMENTATION",0.684858212948101,1,-0.402394450706805,-0.847012708901287,1279,22,"FRS2,FZD5,TDRKH,WNT5A,TBXT,HOXD8,PCSK6,TDRD7,TDRD6,BASP1,TIFAB,SEMA3F,NCKAP1"
"GOBP_UDP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS",0.685106382978723,1,-0.425843440024693,-0.823399074613572,1609,13,"GFPT2,UAP1,SLC35A3,B4GALNT2"
"REACTOME_MRNA_SPLICING",0.685371750957082,1,0.459241986566558,0.934460041152359,6802,212,"U2AF1,SRRM1,SRRM2,FUS,PNN,TCERG1,HNRNPR,GPATCH1,CWC22,SF3A2,ISY1,PRPF40A,DDX46,SF3B1,RBMX,UPF3B,SNRNP70,RBM25,PPIG,SNRNP200,POLR2A,GTF2F1,BUD31,HNRNPA3,DHX9,WBP11,PQBP1,STEEP1,SF3B2,HNRNPK,RNPS1,ACIN1,ZMAT2,SUGP1,SF1,PDCD7,IK,PCBP1,RBM39,XAB2,SRRT,DHX15,RBM8A,SRSF2,LUC7L3,LENG1,SART1,FAM50A,RBM17,HNRNPL,PRPF6,HNRNPU,SRSF11,PRPF8,CHERP,TRA2B,NSRP1,HNRNPH1,HNRNPA1,DDX41,CCAR1,PRPF18,RBM22,DDX42,DHX38,SF3B5,YJU2,RBM42,SRSF4,PUF60,SNRPB2,ALYREF,SNRNP40,SNRPA,RBM5,HNRNPD,SNRNP35,DHX16,SNRPA1,SRSF7,SRSF10,DDX23,HNRNPM,SF3B4,CCDC12,DHX8,CASC3,ZNF830,DHX35,DDX39B,PRPF31,SNRPF,LSM7,RNF113A"
"GOBP_HOMOCYSTEINE_METABOLIC_PROCESS",0.685703084161004,1,0.553094648300286,0.889507398064192,5246,13,"CBS,DPEP1,MTR"
"GOBP_CALCITONIN_FAMILY_RECEPTOR_SIGNALING_PATHWAY",0.68589827835458,1,0.556315344524395,0.88768126228347,5218,12,"ADM2,CALCA"
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.686256362795002,1,-0.417664309597799,-0.834529651955294,1482,16,"CYP7A1,CYP39A1,AMACR,CYP46A1,CH25H,AKR1D1,SLC27A5,BAAT,HSD3B7,ACOX2"
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",0.686256362795002,1,-0.418209029103203,-0.835618048949752,1482,16,"CYP26B1,CCL19,ABL2"
"GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",0.686256362795002,1,-0.418384056019709,-0.835967767966575,1482,16,"PTPRR,MARVELD3,PTEN,MCC,EPPK1,DAB2IP,ADIPOR1,TACSTD2"
"GOBP_NEGATIVE_REGULATION_OF_FERROPTOSIS",0.686939182452642,1,0.526915833127609,0.889628296506641,5511,19,"PSAT1,AIFM2,SLC25A1,GSTP1,NQO1,GPX4,ALDH7A1,FTH1,HMOX1"
"REACTOME_RIBAVIRIN_ADME",0.686946011281225,1,-0.437436267269797,-0.822248960655359,1704,11,"PNP,NT5C2"
"GOBP_RETINAL_METABOLIC_PROCESS",0.687188434695912,1,0.526831353146186,0.889485663134785,5513,19,"DHRS4L1,CYP27C1,RBP4"
"GOBP_INSULIN_METABOLIC_PROCESS",0.687755102040816,1,-0.406129000294961,-0.840325798506248,1347,20,"ERO1B,PCSK2,PCSK1,CEACAM1,ERN1,BLVRA,P4HB,IER3IP1,YIPF5,HID1"
"GOBP_MEMBRANE_DISASSEMBLY",0.688186095138526,1,0.551196627169396,0.886454929842348,5265,13,"LPIN1,AKAP8L,CDK1,DCTN1,PAFAH1B1,PLAAT3,ATR,PRKCA,NEK6"
"GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION",0.688302073050346,1,0.521520465911758,0.889655148503891,5577,21,"TICRR,CIZ1,CDT1,MCM7,MCM3,WRNIP1,KAT7"
"GOBP_REPLICATIVE_SENESCENCE",0.688687667389364,1,0.536689220687074,0.885507379225664,5399,16,"CDKN1A,TERT,SERPINE1,MME,ATM,CHEK1,TP53,ATR,WRN,CDKN2A,ERCC1"
"GOBP_ACETYL_COA_METABOLIC_PROCESS",0.688853247794707,1,-0.364351859771107,-0.88323281223851,858,43,"NUDT7,ACSS2,NUDT8,AADAT,MPC2,AASS,PGK1,PDK1,ACAT1,TDO2,MLYCD,HMGCR,PDK3,ACOT12,DLAT,PDHB,SIRT4,ACACA,PDK2,PDHA1,PDK4"
"GOBP_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORT",0.689032855159648,1,-0.417006105536505,-0.833214502938333,1488,16,"SLC25A40,SLC15A2,SLC25A39,GJA1"
"GOBP_SPHINGOID_METABOLIC_PROCESS",0.689136490250696,1,-0.395219571577898,-0.850742318534478,1236,24,"ACER2,SGPP1,ACER1,ASAH2,SPTSSB,SPTLC3,PLPP2,SPTLC2"
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM",0.689400921658986,1,-0.356900095774415,-0.894433578648664,747,52,"BHLHE40-AS1,GJD2-DT,LOC101929130,RN7SL2,RN7SL1"
"GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION",0.689765458422175,1,-0.353020668117487,-0.899102436865187,646,58,"TAFA3,ADGRF5,NR1D1,WNT5A,MFHAS1,CD74,CTSC,PLA2G4A,CD200,CALHM2,LRFN5,MCUB,GPR137B,IL1RL1,PTPRC,IL6,TREM2,TTBK1"
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",0.689892051030422,1,-0.409815044238006,-0.832605775879518,1405,18,"KCNB1,SYT1,STX1A,SYT4,CDK5R2,HYAL3,SYT10,DOC2A,ZP3"
"GOBP_AMPA_GLUTAMATE_RECEPTOR_CLUSTERING",0.689928959465107,1,-0.430959383584052,-0.819670850954282,1650,12,"SHISA6,SSH1,NLGN1,CHRDL1,ZDHHC2"
"GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE",0.691252144082333,1,-0.343133631927329,-0.912055875498419,402,81,"LGI1,ARHGAP44,DLG2,SHISA6,C1QL3,ITGB3,ERBB4,GPC6,CACNG3,GPSM2,NPTX1,CEP112,NRXN1,NLGN1,IQSEC2,RAPSN,VPS35,GHSR,GRIP2,CNIH3,NPTN,ERBB2,STX7,ZDHHC2,OLFM1,GRIP1,TMEM108,RAB4A,KIF5A,CACNG7,DLG1"
"REACTOME_INTERLEUKIN_27_SIGNALING",0.691377921031426,1,-0.434495231410564,-0.81672069548979,1715,11,"IL27,CRLF1,JAK2,EBI3,IL6ST,IL27RA,STAT1,JAK1"
"GOBP_CELL_CYCLE_DNA_REPLICATION",0.6916354556804,1,0.482838871526152,0.892946117196993,6093,45,"NUGGC,RTEL1,GINS1,TERF2,POLA1,FGFR1,CDT1,UPF1,TK1,INO80,BLM,AICDA,ATAD5,ATRX,MCM3,E2F7,RECQL5,E2F8"
"GOBP_RESPONSE_TO_ATP",0.691644562334218,1,-0.380985802174032,-0.869761597962197,1042,32,"P2RY1,P2RY2,SSH1,TRPC3,HSP90B1,ASPH,PANX1,P2RX1,KCNJ8,P2RX3,P2RY12,KCNJ11,CIB2,PKLR,P2RY4"
"GOBP_MODIFIED_AMINO_ACID_TRANSPORT",0.692060946271051,1,-0.363572107032248,-0.881342597639836,862,43,"SLC16A9,SLC46A1,SLC25A40,SLC6A8,SLC25A32,SLC25A39,GJA1,PDPN,SLC7A13,SLC19A2,SLC6A14,SLC16A12,PDZK1,SLC7A9,ABCC5,NHERF1,SLC6A20,LRP2,SLC22A1"
"KEGG_STEROID_BIOSYNTHESIS",0.692122958693564,1,-0.410559330376253,-0.828490863015116,1440,17,"LIPA,SOAT2,CEL,DHCR7,NSDHL,DHCR24"
"KEGG_BUTANOATE_METABOLISM",0.692631578947368,1,-0.377967884296461,-0.87003563505914,986,34,"BDH1,ACSM5,BDH2,EHHADH,ALDH9A1,GAD2,ALDH5A1,ACAT1,HADHA,ACSM2A,HADH,ACADS,GAD1,L2HGDH"
"GOBP_PROTEIN_METHYLATION",0.692833542212601,1,0.482303009584634,0.890048112147633,6080,44,"NTMT2,METTL21C,SETD6,EHMT2,PCMT1,EHMT1,SETD2,PRMT1,CSKMT,PRMT5,TRMT112,BHMT"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT",0.693350548741123,1,-0.385982309579176,-0.866233382576025,1073,30,"CABP1,FERMT1,ANGPT1"
"REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS",0.693689928959465,1,-0.429559360799003,-0.81700805276195,1659,12,"CHRNA2,CHRNB2,CHRNA4,CHRNA6,CHRND,CHRNA5,CHRNE,CHRNB4"
"GOBP_PITUITARY_GLAND_DEVELOPMENT",0.695268644747394,1,-0.363286933682151,-0.880651303076006,866,43,"HMGA2,WNT5A,GHRHR,NKX2-1,PITX1,SOX3,ISL1,PAX6,POU3F2,GSX1,OTP,FGF2,CREB1,HES1,GATA2,INHBB,BMPR1A,CDH1,FGF8"
"GOBP_NEGATIVE_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION",0.695408163265306,1,-0.403709871871326,-0.83532035436706,1362,20,"ANXA1,BCL6,IL2,TBX21,SOCS5"
"REACTOME_NUCLEOTIDE_BIOSYNTHESIS",0.695518453427065,1,-0.420682728446351,-0.819132305614866,1582,14,"ADSS1"
"GOBP_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS",0.695518453427065,1,-0.420705172852196,-0.819176008236022,1582,14,"GPAT3,GPAM,AGPAT5"
"GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS",0.695518453427065,1,-0.42075189164421,-0.819266976724219,1582,14,"PTGS2,CD74,AVPR1A,FABP5"
"GOBP_REGULATION_OF_HEAT_GENERATION",0.695744680851064,1,-0.421342740181049,-0.814696646119769,1634,13,"HTR2A,PTGS2,EDNRB"
"GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION",0.695995785036881,1,-0.400011154288204,-0.835073823930247,1320,21,"BGLAP,ANGPTL8,NR1D1,NR4A1,NR4A3"
"GOBP_SNRNA_TRANSCRIPTION",0.696157735085945,1,-0.404273859616489,-0.82880190447774,1376,19,"ELL3,ZC3H8,ICE1,ICE2"
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.696409574468085,1,0.554006130196355,0.876311599395904,5236,11,"CBS,FMO1,CSAD"
"GOBP_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS",0.696675531914894,1,0.553893705363184,0.876133768899096,5238,11,"CDC42,PITX2,HAND2,EDNRA,BMP7"
"GOBP_CELLULAR_RESPONSE_TO_X_RAY",0.697006309571755,1,0.559067094927017,0.875777161189262,5191,10,"LCN2"
"REACTOME_G_PROTEIN_ACTIVATION",0.697493036211699,1,-0.393134749223724,-0.84625456860792,1251,24,"GNG10,GNG12,GNG7,GNG4,GNG11,PDYN,GNG2,OPRM1,GNB5"
"GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION",0.698080279232112,1,0.558403935065988,0.874738322978649,5199,10,"MEGF10,IGF1,MEIS2,ATF2"
"GOBP_REGULATION_OF_TUBULIN_DEACETYLATION",0.698164077545256,1,0.536638006336663,0.877471176318328,5437,15,"TPPP,YEATS2,WDR5,SGF29,KAT2A,TADA2A"
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS",0.698366954851105,1,-0.408608992805292,-0.824555166666782,1453,17,"CMA1,GZMH,ENPEP,CPB2,ANPEP,REN,CPB1,ATP6AP2,CTSG,CPA3"
"GOBP_REGULATION_OF_ENDOSOME_SIZE",0.698537234042553,1,0.552777099473544,0.87436755253485,5252,11,"KXD1,BORCS5,BORCS8,ALS2,BLOC1S1,BLOC1S2,SNAPIN,RAB5A"
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",0.698599186624492,1,-0.41970028531575,-0.82712152098531,1545,15,"PPARA,PRKN,PID1,GUCA1A"
"GOBP_FAT_SOLUBLE_VITAMIN_CATABOLIC_PROCESS",0.699033391915642,1,-0.419613835040371,-0.817051009994933,1590,14,"CYP26B1,CBR3,CYP4F12,CYP4F8,FGF23"
"GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS",0.699540325950689,1,-0.426916669365383,-0.811981738870857,1673,12,"IL12A,C1QBP,SLAMF1,CALR,CCL21"
"GOBP_RENAL_PROTEIN_ABSORPTION",0.699691233722647,1,0.557592366205027,0.873467002452703,5211,10,"ADIPOQ,KIRREL1,CD2AP,EDNRA"
"GOBP_GERMINAL_CENTER_FORMATION",0.699912126537786,1,-0.419222370308749,-0.816288769507037,1592,14,"CXCL13,BCL6,ADAM17,BCL3"
"GOBP_MICROTUBULE_BUNDLE_FORMATION",0.700854700854701,1,-0.327570137519101,-0.940056135665784,163,137,"GAS2L2,CFAP69,TTLL13,CCDC39,DNAI4,DNAH2,DNAI3,TTC12,ODAD4,TPPP2,DNAAF11,DNAAF4,MNS1,TOGARAM1,DNAJB13,SPEF1"
"GOBP_CYTOLYSIS",0.701135918527223,1,-0.433344940271342,-0.800970214120941,1789,10,"GBP1,GBP7,CAMP,NINJ2,GBP5"
"GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION",0.701135918527223,1,-0.432965526677982,-0.800268927550193,1789,10,"AXL,IL15,IL21,RASGRP1,ZBTB1,TOX"
"GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY",0.701230228471002,1,-0.418766120566447,-0.815400382896233,1595,14,"PLN,TNNC1,SLN"
"GOBP_REGULATION_OF_MEMBRANE_LIPID_METABOLIC_PROCESS",0.70163050455771,1,0.534589718155296,0.874121965456033,5464,15,"CCN1,PRKCD"
"GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS",0.701919310614963,1,-0.432727997102694,-0.799829891352703,1791,10,"GPAM,SIVA1,FAS,DNAJA3"
"GOBP_POSITIVE_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION",0.7024,1,-0.362989835603177,-0.876211717959552,877,42,"GDF6,INHBA,TWSG1,AMH,GDF5,SMAD3,JAK2,GDF11,ACVRL1,ACVR1,GDF7,BMPR1A,BMPER"
"REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY",0.702717391304348,1,-0.395324361547522,-0.842306817588722,1292,23,"GPC2,SDC4,GPC6,SDC3,EGFR,RAB5B,RAB5C,SDC2,CX3CR1,HSPG2,TLR4,GPC3"
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION",0.703084161003659,1,0.54346297395013,0.874017380909736,5379,13,"PFDN6,APOE,PFDN2,PFDN5,LDLR"
"GOBP_ENDOTHELIAL_CELL_DEVELOPMENT",0.703389830508475,1,-0.343023132489852,-0.904258067274026,497,72,"ID1,PDE4D,TNMD,CLDN3,SOX18,ARHGEF26,MAGI1,STC1,ZDHHC21,S1PR3,VEZF1,EDNRB,VEGFA,HAPLN2,GSTM3,RAPGEF3,PLCB1,RAPGEF2,PROC"
"GOBP_POSITIVE_REGULATION_OF_HORMONE_SECRETION",0.703517587939699,1,-0.322209115844598,-0.933701044406306,139,148,"KISS1,CRH,TRPA1,RASL10B,PRKN,P2RY1,INHBA,IRS2,SERP1,GIPR,PFKFB2,MPC2,BAIAP3,TACR1,MRGPRE,GHRHR,NR0B2,C1QTNF1,PPP3CB,TRPM5,RAPGEF4,GPLD1,CAMP,ISL1,GPR27,TAC1,JAK2,NKX3-1,RAPGEF3,TACR3,HCAR2,FGG,SLC2A2,CARTPT,TFR2,CREB1,TM7SF3,NEUROD1,INHBB"
"GOBP_RESPONSE_TO_PEPTIDOGLYCAN",0.703640425811539,1,0.545262113118112,0.870044239498437,5353,12,"CARD9,INAVA"
"REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM",0.704270749395649,1,-0.42779939335855,-0.804134528564611,1747,11,"KYAT1,TAT,PAH,IL4I1,HPD"
"GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION",0.704678362573099,1,-0.387794265105105,-0.846387920506866,1204,26,"CBLN2,IGSF21,C1QL3,PLAT,C1QL4,SYT4,NRXN1,EFNB3,GRID1"
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS",0.704891304347826,1,-0.394570189052681,-0.840699922856619,1296,23,"ACTN3,PIK3CB,WASL,ACTN2,NCK1,PIK3CA,NPHS1"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",0.70489257054103,1,0.536965545736221,0.871464701856607,5445,14,"CDKN1A,E2F7,E2F8,TP53,E2F1,CCNA1,CDK2,CCNE1,ZNF385A,CDKN1B"
"GOBP_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE",0.704926835816888,1,0.554260299375181,0.868247328364182,5250,10,"KAT5,CDK1,BIRC5,HNRNPU"
"GOBP_UV_DAMAGE_EXCISION_REPAIR",0.705022003624126,1,0.536890239984235,0.871342484881562,5446,14,"TREX1,XPC,POLA1,INO80,MC1R,XPA"
"REACTOME_TRYPTOPHAN_CATABOLISM",0.70518453427065,1,-0.417192879026854,-0.812337045890752,1604,14,"KYAT1,AADAT,KYNU,TDO2"
"GOBP_REGULATION_OF_AMYLOID_FIBRIL_FORMATION",0.705555555555556,1,0.524697466790652,0.8723115508853,5587,17,"PFDN6,APP,APOE,PFDN2"
"GOBP_MATING_BEHAVIOR",0.70617816091954,1,-0.372971729059409,-0.869141655408077,982,36,"NHLH2,P2RY1,MTNR1A,TACR1,PPP1R1B,P2RX1,EDNRB,SERPINE2,TAC1,UBE2Q1,SEMG1,AVPR1A,TH,KLK14"
"GOBP_CYCLOOXYGENASE_PATHWAY",0.706227967097532,1,-0.430573601186315,-0.795847828109129,1802,10,"PTGIS,PTGS2"
"GOBP_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING",0.706227967097532,1,-0.430840599682221,-0.796341332988409,1802,10,"CRIPT,NRXN1,NLGN1,NRXN2"
"GOBP_FOREBRAIN_NEURON_DEVELOPMENT",0.70627802690583,1,-0.369746501867994,-0.873216999617468,944,38,"NHLH2,ATF5,SLIT1,SEMA3E,UBB,ZMIZ1,WNT5A,SLIT3,RAPGEF2,GBX2,CNTN2,UQCRQ,FGF8,SCYL2"
"GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS",0.706293706293706,1,-0.328494405784158,-0.933227815829964,201,126,"CYP26B1,PPARA,IRS1,NUDT7,SLC16A1,IRS2,ACAA2,PEX2,HACL1,CRYL1,SORD,HADHB,LDHD,NUDT8,BDH2,PEX7,EHHADH,AIG1,ETFDH,CYP4F12,ACAD11,CPT2,ECI1,CPT1B,AMACR,ECH1,CROT,HAO1,ABCB11,ACAT1,MLYCD,HADHA,LPIN3"
"GOBP_REGULATION_OF_MRNA_PROCESSING",0.706470708307818,1,0.456723166518216,0.918084010264043,6921,147,"CELF3,SRRM1,CELF6,UPF3A,PNN,RBM14,CWC22,KAT8,RBMX,RBFOX1,UPF3B,CDK11B,SNRNP70,CDK9,RBM25,ZFP36L1,SNRNP200,DHX9,THRAP3,ARGLU1,CDK11A,HNRNPK,RNPS1,ACIN1,RBM23,UPF1,RBM39,NUP98,RBM8A,SRSF2,SFSWAP,CELF1,HNRNPL,EXOSC10,HNRNPU,PRPF8,TRA2B,NSRP1,NPM1,HNRNPA1,CDC73,YTHDC1,BARD1,RBM42,KHDRBS1,SRSF4,CELF2,PUF60,DAZAP1,PRMT5,SAP30BP,RBM5,CCNL2,PCF11,SRSF7,RBM20,SRSF10,SON,REST,DHX36,ZBTB7A,SNRPF,SRPK2,WDR77,SRPK3,TIA1,RBM19,CCNL1,PRDX6,NOVA2,SNRPB,CSTF2,SNW1,RBM7,SRSF12"
"GOBP_REGULATION_OF_BEHAVIOR",0.706502636203866,1,-0.340075015968086,-0.910495911005411,401,84,"CRH,LEPR,GRIA1,NAPEPLD,AGRP,MC4R,NR1D1,MBD5,BAIAP3,GHRHR,HTR1B,NR4A3,OPRK1,NPY2R,NLGN1,NPY,VPS35,GHSR,CSF2,TACR3"
"GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",0.706644379440033,1,-0.423467618804831,-0.805421755922022,1690,12,"FZD9,ACAA2"
"KEGG_LYSINE_DEGRADATION",0.706938775510204,1,-0.359158500991981,-0.874956631817225,865,44,"OGDHL,AASDH,PLOD2,BBOX1,KMT5B,AADAT,AASS,EHHADH,ALDH9A1,AASDHPPT,ACAT1,HADHA"
"REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",0.707065217391304,1,-0.394223803825027,-0.839961889314687,1300,23,"VWF,F8,PROS1,SERPINC1,SERPINE2,C1QBP,F2,PROC,SERPIND1,PRCP,KLKB1,F10"
"GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS",0.707222366036759,1,0.535718245457162,0.869440404069817,5463,14,"CCN1,PRKCD"
"REACTOME_INTEGRIN_SIGNALING",0.707959305804907,1,-0.384895603377342,-0.846613773439969,1182,27,"FN1,ITGB3,VWF,SYK,RAPGEF4,GRB2,RAPGEF3,FGG,CRK,ITGA2B"
"GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING",0.708806818181818,1,-0.3710863177154,-0.862352837589568,997,35,"CASQ2,PDE4D,ATP1B1,IRX3,ASPH,ATP1A3,ATP1A1,GJA1"
"GOBP_TUBULIN_DEACETYLATION",0.708814665996986,1,0.521035855517588,0.872029287175011,5644,18,"TPPP,YEATS2,WDR5,SGF29,KAT2A,TADA2A"
